gemini_prediction,orig_gemini_prediction,gpt_prediction,orig_gpt_prediction,label,q_idx,config,strategy,criteria
"Inggris akan menghentikan batu bara sebagai sumber listrik pada tahun 2025 sementara di Amerika Serikat jumlah lapangan kerja di industri batu bara kini hanya setengah dari sektor energi surya. christians4ramadan dorong kristen muslim bahwa puasa lama ramadan, yang inspirasi oleh puasas4lent mana puasa ikut muslim lama paskah simbol satu antaragama. Emisi AS tetap akan turun Walau Presiden Trump mundur dari kesepakatan iklim, emisi karbon Amerika Serikat akan tetap terus menurun.","Gerakan #christians4ramadan mendorong umat Kristen untuk berpuasa sebagai bentuk solidaritas dengan umat Muslim selama Ramadan, yang terinspirasi oleh gerakan #Muslims4Lent di mana umat Muslim ikut berpuasa selama Paskah sebagai simbol persatuan antaragama.","Gerakan #Christians4Ramadan menarik perhatian banyak orang, termasuk Ulil Abshar Abdalla, karena menunjukkan solidaritas antaragama dengan umat Muslim yang sedang berpuasa.","Gerakan #Christians4Ramadan menarik perhatian banyak orang, termasuk Ulil Abshar Abdalla, karena menunjukkan solidaritas antaragama dengan umat Muslim yang sedang berpuasa.","Sejumlah pengguna media sosial berpartisipasi dalam gerakan #Christians4Ramadan, sebagai bentuk solidaritas umat Kristiani untuk warga Muslim di bulan puasa.",18,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 13}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 35}, 'should_replace_conjunctions': {'enabled': True, 'number': 5}, 'should_replace_ner': {'enabled': True, 'number': 6}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",2,"['Relevance', 'Consistency', 'Coherence', 'Fluency']"
"Siswi SMA 6 Yogyakarta, Elizabeth, Nurina, dan Tri, meraih medali emas di IEYI Malaysia untuk alat penyaring sampah ramah lingkungan bernama ""turbine-under-shot waste filter"". Alat ini akan dikembangkan lebih lanjut untuk memisahkan sampah organik dan nonorganik.",,"Elizabeth, Nurina Zahra, dan Tri Ayu dari SMA 6 Yogyakarta meraih medali emas dalam lomba inventor muda di Malaysia dengan alat penyaring sampah ""turbine-under-shot waste filter"" yang sedang dikembangkan untuk menyaring sampah di sungai.",,"Tiga siswi sekolah menengah atas di Yogyakarta tengah mengembangkan alat untuk menyaring sampah di sungai, temuan yang membuahkan medali emas pada lomba inventor muda.",19,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 9}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 48}, 'should_replace_conjunctions': {'enabled': True, 'number': 5}, 'should_replace_ner': {'enabled': True, 'number': 8}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",0,
"Polisi dan tentara bersenjata menyisir rumah-rumah di pusat kota untuk memburu tersangka kedua. Meski terdapat desakan dari Inggris dan kritik dari Rusia, PBB belum mengambil keputusan untuk mengakhiri kebuntuan diplomatik mengenai Suriah. Barack Obama menyatakan AS tidak berkepentingan dalam konflik Suriah, namun penggunaan senjata kimia telah mempengaruhi kepentingannya dan mendorong pertimbangan intervensi militer.","Barack Obama menyatakan AS tidak berkepentingan dalam konflik Suriah, namun penggunaan senjata kimia telah mempengaruhi kepentingannya dan mendorong pertimbangan intervensi militer. Meski terdapat desakan dari Inggris dan kritik dari Rusia, PBB belum mengambil keputusan untuk mengakhiri kebuntuan diplomatik mengenai Suriah.","Presiden Obama mengatakan bahwa pemerintah Suriah telah melakukan serangan senjata kimia dan bahwa harus ada konsekuensi internasional. Namun, ia masih mengevaluasi opsi untuk kemungkinan serangan militer dan belum memutuskan langkah yang akan diambil.","Presiden Obama mengatakan bahwa pemerintah Suriah telah melakukan serangan senjata kimia dan bahwa harus ada konsekuensi internasional. Namun, ia masih mengevaluasi opsi untuk kemungkinan serangan militer dan belum memutuskan langkah yang akan diambil.",Presiden AS Barack Obama mengatakan AS telah menyimpulkan bahwa pemerintah Suriah melakukan serangan senjata kimia di dekat Damaskus.,20,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",2,"['Relevance', 'Fluency']"
"Korea Utara mengganti zona waktunya sebagai simbol pembebasan dari pendudukan Jepang, menjadikan waktu setempat 30 menit lebih cepat dari sebelumnya. Perubahan ini mengikuti langkah serupa oleh Samoa pada 2011 dan Venezuela pada 2007.","Korea Utara mengganti zona waktunya sebagai simbol pembebasan dari pendudukan Jepang, menjadikan waktu setempat 30 menit lebih cepat dari sebelumnya. Perubahan ini mengikuti langkah serupa oleh Samoa pada 2011 dan Venezuela pada 2007.","putus ini dapat ganggu kerja sama ekonomi seperti Korea selatan rupa ubah dua setelah korea selatan. Selain rute yang berbahaya, penyeberangan tersebut juga menjadi bisnis berpenghasilan jutaan oleh jaringan kriminal yang menyelundupkan orang. Anak-anak lain pergi dengan orang tua, tapi berpisah dengan mereka dalam perjalanan. pimpin korut, kim-jong un, sama jabat ubah negara sebut bagai simbol bebas duduk jepang karena akhir perang Dunia ii.","Pemimpin Korut, Kim-jong Un, bersama pejabatnya mengubah zona waktu negara tersebut sebagai simbol pembebasan dari pendudukan Jepang pada akhir Perang Dunia II. Keputusan ini dapat mengganggu kerja sama ekonomi dengan Korea Selatan dan merupakan perubahan zona waktu kedua setelah Samoa dan Venezuela.","Korea Utara akan menetapkan zona waktu baru yaitu 30 menit lebih cepat dari Korea Selatan dan Jepang, demikian kata media pemerintah Korut.",23,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 10}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 30}, 'should_replace_conjunctions': {'enabled': True, 'number': 4}, 'should_replace_ner': {'enabled': True, 'number': 7}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",1,"['Consistency', 'Fluency', 'Relevance', 'Coherence']"
"Badai Haiyan yang dahsyat menyebabkan korban selamat di Tacloban sangat membutuhkan makanan, air, dan tempat tinggal, dengan mayat-mayat bergelimpangan di jalan. Pemerintah menyatakan keadaan bencana nasional untuk mempercepat bantuan dan mengendalikan harga kebutuhan pokok.",,Korban selamat di Tacloban mengalami kelaparan dan kehausan setelah Topan Haiyan menghancurkan kota tersebut. Bantuan sedang diupayakan untuk sampai lebih cepat kepada korban dan mengontrol harga kebutuhan pokok.,,Presiden Filipina Benigno Aquino menyatakan negara dalam keadaan bencana nasional sebagai tanggapan atas kerusakan akibat Topan Haiyan.,24,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 8}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",0,
"Kemenpora membekukan PSSI pada 2015 karena dianggap menyalahi aturan pemerintah. Pemerintah meminta PSSI melakukan reformasi yang mencakup kemungkinan KLB, namun PSSI menolak dan menyatakan telah melakukan perbaikan internal.","Kemenpora membekukan PSSI pada 2015 karena dianggap menyalahi aturan pemerintah. Pemerintah meminta PSSI melakukan reformasi yang mencakup kemungkinan KLB, namun PSSI menolak dan menyatakan telah melakukan perbaikan internal.","Enggak, ini akan terus,"" kata Rudiantara. Presiden Joko Widodo akan mengirim utusan ke FIFA untuk menyelesaikan masalah pembekuan PSSI. PSSI dibekukan oleh Kemenpora pada April 2015 karena melanggar aturan kemenpora terkait kompetisi liga, dan hal ini berdampak pada prestasi sepak bola nasional.","PSSI dibekukan oleh Kemenpora pada April 2015 karena melanggar aturan pemerintah terkait kompetisi liga, dan hal ini berdampak pada prestasi sepak bola nasional. Presiden Joko Widodo akan mengirim utusan ke FIFA untuk menyelesaikan masalah pembekuan PSSI.","Wacana pencabutan pembekuan PSSI oleh pemerintah dikhawatirkan tidak berlanjut, karena ada perbedaan pendapat dalam menafsirkan batasan reformasi di tubuh PSSI sebagai syarat pencabutan sanksi tersebut.",26,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 8}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",1,"['Consistency', 'Relevance', 'Fluency']"
"Pengiriman pasok ke ISS setidaknya telah tertunda dua kali. antara wales baik brasil dengan demikian empat piala dunia sebut bagai tanding wales. wales hadap brasil di empat piala dunia, yang anggap bagai tanding mereka kalah belgia dalam piala eropa."," pertandingan antara Wales dan Belgia di perempat final Piala Eropa 2016 disebut sebagai pertandingan terbesar Wales sejak 1958. Wales akan menghadapi Belgia di perempat final Piala Eropa 2016, pertandingan yang dianggap sebagai pertandingan terbesar mereka sejak dikalahkan Brasil dalam Piala Dunia 1958.","Manajer Coleman menyebut pertandingan perempat final Piala Eropa 2016 ini sebagai yang terbesar sejak tahun 1958, dan Wales berharap dapat mencapai semifinal melawan Portugal.","Manajer Coleman menyebut pertandingan perempat final Piala Eropa 2016 ini sebagai yang terbesar sejak tahun 1958, dan Wales berharap dapat mencapai semifinal melawan Portugal.","Partai seperempat final Piala Eropa 2016 melawan Belgia pada hari Jumat 1 Juli akan menjadi pertandingan terbesar Wales sejak Piala Dunia 1958, menurut manajer Chris Coleman.",27,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 13}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 31}, 'should_replace_conjunctions': {'enabled': True, 'number': 2}, 'should_replace_ner': {'enabled': True, 'number': 7}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",2,"['Consistency', 'Relevance', 'Coherence']"
"Dalam Laporan Emosi Global Gallup 2019, Indonesia menempati posisi ke-5 sebagai negara dengan penduduk paling bahagia, di mana 71% warga merasa cukup bahagia. Sementara itu, Chad menjadi negara paling negatif dengan penduduk paling stres, cemas, dan sedih.",,"Indonesia berada di peringkat kelima dalam daftar laporan Gallup 2019 Global Emotions Report, dengan sepertiga warga dunia mengalami stres dan satu dari lima penduduk dunia diliputi kemarahan serta kesedihan mendalam. Chad adalah negara dengan penduduk tidak bahagia terbanyak, sementara Paraguay dan Panama adalah negara dengan penduduk paling bahagia.",,"Orang-orang di seluruh dunia semakin dirundung amarah dan hidup dalam tekanan serta kekhawatiran, merujuk survei terbaru yang melibatkan 150 ribu orang dari 140 negara.",28,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 11}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 44}, 'should_replace_conjunctions': {'enabled': True, 'number': 3}, 'should_replace_ner': {'enabled': True, 'number': 10}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",0,
"Para pengunjuk rasa menuntut akses kereta api ke Eropa, menggunakan anak sebagai lambang ancaman yang dihadapi. Di tengah kontroversi mengenai penerapan Aturan Dublin, Yunani menghadapi peningkatan signifikan dalam jumlah pendatang yang tiba.","Para pengunjuk rasa menuntut akses kereta api ke Eropa, menggunakan anak sebagai lambang ancaman yang dihadapi. Di tengah kontroversi mengenai penerapan Aturan Dublin, Yunani menghadapi peningkatan signifikan dalam jumlah pendatang yang tiba.","perintah yunani terap undang uni eropa-undang uni eropa uni eropa buat migran harus mendaftar negara pertama, bila hungaria tuduh biar masuk eropa tanpa proses daftar. para pengunjuk mengangkat orang anak pada ingat ancam mati mereka hadap di mana tuntut izin masuk ke untuk tuju ke negara-negara eropa lain. Di sisi lain, menurutnya, sebagian warga Hungaria khawatir ada penyusup-penyusup yang terlibat dalam terorisme, yang mempunyai motif berbeda dengan kebanyakan pendatang.","Para pengunjuk rasa mengangkat seorang anak untuk mengingatkan ancaman kematian yang mereka hadapi dan menuntut diizinkan masuk ke kereta api untuk menuju ke negara-negara Eropa lainnya. Pemerintah Hungaria menerapkan undang-undang Uni Eropa yang membuat migran harus mendaftar di negara pertama, sementara Yunani dituduh membiarkan pendatang memasuki Eropa tanpa proses pendaftaran.",Aksi unjuk rasa berlangsung di Hungaria menentang keputusan pihak berwenang yang menutup stasiun kereta api internasional di Ibu Kota Budapest bagi pendatang.,29,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 10}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 38}, 'should_replace_conjunctions': {'enabled': True, 'number': 3}, 'should_replace_ner': {'enabled': True, 'number': 7}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",1,"['Coherence', 'Relevance', 'Consistency', 'Fluency']"
"Harga minyak dunia terus merosot akibat kelebihan pasokan dan melemahnya permintaan, dengan Brent turun hingga 3% dan WTI turun di bawah US$50 per barel. Penurunan tersebut diperparah oleh pemotongan harga Arab Saudi di Eropa untuk mempertahankan pangsa pasar.","Harga minyak dunia terus merosot akibat kelebihan pasokan dan melemahnya permintaan, dengan Brent turun hingga 3% dan WTI turun di bawah US$50 per barel. Penurunan tersebut diperparah oleh pemotongan harga Arab Saudi di Eropa untuk mempertahankan pangsa pasar.","Pohon-pohon tumbuh di setiap fasad menara Bosco Verticale, Milan Taman dan hutan revolusioner ini merupakan sebuah contoh yang indah tentang bagaimana, dengan menerima sisi pedesaan ke dalam kota kita, kita dapat menuai manfaat kesehatan yang besar juga meningkatkan kesejahteraan planet kita. Untuk itu para tukang daging meninggalkan tulang-tulang di jalanan untuk mereka, dan salah satu keluarga lokal bahkan memberi mereka makan dengan menggunakan tangan. harga dunia terus anjlok akibat lebih pasok pada lemah minta, seperti harga brent 3 seperti amerika serikat di bawah us 50 untuk pertama kali.","Harga minyak dunia terus anjlok akibat kelebihan pasok dan lemahnya permintaan, dengan harga Brent turun 3% dan minyak Amerika Serikat turun di bawah US$50 per barel untuk pertama kalinya sejak 2009.","Harga minyak mentah Brent turun pada tingkat terbaru US$52,27 per barel yang terendah sejak bulan Mei 2009.",32,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 13}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 46}, 'should_replace_conjunctions': {'enabled': True, 'number': 3}, 'should_replace_ner': {'enabled': True, 'number': 3}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",1,"['Fluency', 'Coherence', 'Consistency', 'Relevance']"
"Neymar, pemain termahal dunia, dipuji sekaligus dicerca karena aksinya di lapangan, termasuk aksi diving dan tangisannya saat memenangkan laga.

Meskipun mencetak gol di menit akhir dan memperlihatkan keterampilannya, Neymar mendapat nilai rendah dari pengguna media sosial karena aksi divingnya yang dibatalkan VAR.",,"Neymar mencetak gol kedua Brasil dan melakukan aksi diving di dalam kotak penalti, yang menuai komentar dari pengguna media sosial. Setelah laga berakhir, Neymar menangis di tengah lapangan dan mengungkapkan kegembiraannya atas kemenangan timnya.",,"Neymar mencetak gol kedua Brasil di menit-menit terakhir dalam laga melawan Kosta Rika di Piala Dunia 2018, tetapi yang menjadi sorotan bukanlah gol tersebut.",34,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 10}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 43}, 'should_replace_conjunctions': {'enabled': True, 'number': 6}, 'should_replace_ner': {'enabled': True, 'number': 8}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",0,
"Tragedi MH17 menewaskan dua penggemar Newcastle United, John Alder dan Liam Sweeney, yang sedang dalam perjalanan ke Selandia Baru untuk menyaksikan turnamen pramusim klub. Para pemain Newcastle sangat terpukul dan akan mengenang mereka dengan mengenakan ikat lengan hitam dan mengheningkan cipta sebelum pertandingan.","Tragedi MH17 menewaskan dua penggemar Newcastle United, John Alder dan Liam Sweeney, yang sedang dalam perjalanan ke Selandia Baru untuk menyaksikan turnamen pramusim klub. Para pemain Newcastle sangat terpukul dan akan mengenang mereka dengan mengenakan ikat lengan hitam dan mengheningkan cipta sebelum pertandingan.","Tapi itu adalah peran yang semakin dicari sejak gerakan #MeToo muncul pada 2017 menyoroti pelecehan dan eksploitasi seksual yang merajalela di industri hiburan di seluruh dunia. Para pemain Newcastle akan mengenakan ikat lengan hitam dan mengheningkan cipta sebelum pertandingan untuk mengenang mereka. Tetapi ketika ia - dan seluruh dunia - melihat film itu kemudian, mereka dapat melihat cukup banyak. Manajer Newcastle United, Alan Pardew, mengungkapkan kesedihan dan dukacita atas kematian dua penggemar setia klub tersebut, John Alder dan Liam Sweeney, yang tewas dalam kecelakaan pesawat MH17 di Ukraina timur.","Manajer Newcastle United, Alan Pardew, mengungkapkan kesedihan dan dukacita atas kematian dua penggemar setia klub tersebut, John Alder dan Liam Sweeney, yang tewas dalam kecelakaan pesawat MH17 di Ukraina timur. Para pemain Newcastle akan mengenakan ikat lengan hitam dan mengheningkan cipta sebelum pertandingan untuk mengenang mereka.",Manajer Newcastle United Alan Pardew mendedikasikan tur pramusim 'The Magpies' di Selandia Baru untuk dua suporter yang tewas dalam pesawat Malaysia Airlines MH17.,36,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",1,"['Fluency', 'Relevance']"
"Meski banyak komunitas yang peduli terhadap nasib anjing dan kucing liar, banyak masyarakat yang memusuhi hewan liar itu. putus ini sambut dengan demikian oleh para dukung konservasi, masuk humane society international. dagang makin batas, sebagai larang ambil dari alam pindah fasilitas tangkar, kecuali dalam kondisi tentu tuju oleh cites. Foto-foto hewan kucing ditangkap menggunakan jaring dan dimasukkan dalam kandang beredar luas di sosial media, menyulut kemarahan pecinta binatang.","Perdagangan gajah semakin dibatasi, dengan larangan pengambilan dari alam liar dan pemindahan ke fasilitas penangkaran, kecuali dalam kondisi tertentu yang disetujui oleh Cites. Keputusan ini disambut baik oleh para pendukung konservasi hewan liar, termasuk Humane Society International.","Keputusan pelarangan perdagangan gajah yang diperketat di Genewa, Swiss, membatasi pengambilan gajah dari alam liar dan hanya diperbolehkan di ""fasilitas penangkaran"" dengan persetujuan komite anggota Cites. Zimbabwe dan Amerika Serikat sempat menentang keputusan tersebut karena khawatir akan variasi genetik di kebun binatang dan menganggap kebun binatang sebagai upaya konservasi satwa liar.","Keputusan pelarangan perdagangan gajah yang diperketat di Genewa, Swiss, membatasi pengambilan gajah dari alam liar dan hanya diperbolehkan di ""fasilitas penangkaran"" dengan persetujuan komite anggota Cites. Zimbabwe dan Amerika Serikat sempat menentang keputusan tersebut karena khawatir akan variasi genetik di kebun binatang dan menganggap kebun binatang sebagai upaya konservasi satwa liar.",Sidang Konvensi Perdagangan Internasional jenis-jenis hewan dan tumbuhan yang terancam punah (Cites) melarang ekspor gajah liar Afrika ke kebun binatang di seluruh dunia.,37,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 8}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 35}, 'should_replace_conjunctions': {'enabled': True, 'number': 5}, 'should_replace_ner': {'enabled': True, 'number': 7}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",2,"['Consistency', 'Relevance', 'Fluency', 'Coherence']"
"Lagu ""Genjer-Genjer"" yang diciptakan Muhamad Arief pada tahun 1940-an dianggap sebagai lagu PKI setelah peristiwa G30S dan hingga kini masih dianggap sebagai simbol PKI oleh aparat keamanan.

Meski tidak ada kaitan dengan PKI, lagu tersebut menggambarkan penderitaan rakyat di zaman penjajahan Jepang dan sempat mengalami vakum pasca G30S karena adanya sentimen anti-PKI.",,"Siti Hanani mencari ayah angkatnya yang hilang tanpa berhasil, sementara lagu Genjer-Genjer dianggap sebagai lagu milik PKI setelah peristiwa G30S.",,Lagu Genjer-Genjer yang dinyanyikan oleh Lilis Suryani dan Bing Slamet dan populer pada 1950-an dan 1960-an kembali hangat dibicarakan setelah merebak dugaan penyebaran paham komunisme dalam beberapa pekan terakhir di Indonesia.,38,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 9}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 30}, 'should_replace_conjunctions': {'enabled': True, 'number': 4}, 'should_replace_ner': {'enabled': True, 'number': 4}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}",0,
"Kapal penangkap ikan Seonchang-1 bertabrakan dengan kapal tanker dan terbalik, menyebabkan dua orang hilang dan tujuh dilarikan ke rumah sakit. Penjaga pantai sedang melakukan upaya pencarian dengan melibatkan helikopter dan kapal untuk menemukan korban yang tersisa.",,"Tujuh orang korban tabrakan kapal memancing di Korea Selatan dilarikan ke rumah sakit, sementara dua orang masih hilang dan upaya pencarian masih dilakukan.",,Sedikitnya 13 orang tewas setelah sebuah kapal memancing tabrakan dengan tanker dengan ukuran 336-ton dan terbalik di pantai Korea Selatan.,40,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 12}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 39}, 'should_replace_conjunctions': {'enabled': True, 'number': 2}, 'should_replace_ner': {'enabled': True, 'number': 5}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}",0,
"Kelompok buruh Italia unjuk rasa menentang kebijakan penghematan anggaran, sementara Cina dan Italia membahas pembelian surat utang dan investasi di perusahaan strategis Italia. Respon pasar terhadap kabar ini beragam, karena beberapa pihak masih mempertanyakan dampaknya terhadap krisis utang Eropa yang sedang berlangsung.","Kelompok buruh Italia unjuk rasa menentang kebijakan penghematan anggaran, sementara Cina dan Italia membahas pembelian surat utang dan investasi di perusahaan strategis Italia. Respon pasar terhadap kabar ini beragam, karena beberapa pihak masih mempertanyakan dampaknya terhadap krisis utang Eropa yang sedang berlangsung.","kelompok buruh laku unjuk rasa tentang bijak hemat anggar eropa, dan juga cina tawar investasi pada saat beli bantu atas krisis italia. Ia telah mendongkrak kinerja United. Bukan faktor uang Manajer asal Italia ini mengaku ia hampir saja berhasil membeli Van Persie pada pertengahan 2012. Bukan faktor uang Manajer asal Italia ini mengaku ia hampir saja berhasil membeli Van Persie pada pertengahan 2012.","Kelompok buruh melakukan unjuk rasa menentang kebijakan penghematan anggaran Italia, sementara Cina menawarkan investasi dan pembelian surat utang untuk membantu mengatasi krisis utang Eropa.",Perusahaan Investasi Cina (CIC) tengah dalam perundingan dengan pemerintah Italia untuk kemungkinan membeli surat utang negeri itu.,41,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 13}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 48}, 'should_replace_conjunctions': {'enabled': True, 'number': 3}, 'should_replace_ner': {'enabled': True, 'number': 7}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}",1,"['Consistency', 'Relevance', 'Fluency', 'Coherence']"
"Stroke dapat terjadi pada siapa saja dari segala usia, termasuk orang muda yang aktif seperti Andrew Marr. Kelainan bawaan pada pembuluh darah dapat meningkatkan risiko stroke hemoragik pada orang muda.",,"Stroke dapat menyerang siapa saja, termasuk orang muda dan sehat. Faktor risiko seperti usia, gaya hidup, dan faktor genetik dapat meningkatkan peluang terkena stroke.",,"Saat anda berpikir mengenai pasien stroke ""tipikal"", anda langsung teringat pada seseorang yang berusia lanjut, kelebihan berat badan, malas berolahraga dan merokok.",42,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 10}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 32}, 'should_replace_conjunctions': {'enabled': True, 'number': 2}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",0,
"Konflik antara Presiden Kiir dan Machar di Sudan Selatan sejak 2013 berpotensi diperburuk jika Kiir tidak menandatangani kesepakatan damai, yang dapat memicu sanksi PBB. Kesepakatan damai tersebut menunjuk Machar sebagai wakil presiden jika Kiir memberikan persetujuannya.",,"Presiden Salva Kiir ragu untuk menandatangani kesepakatan damai yang akan mengakhiri konflik dengan Riek Machar, sementara pemimpin pemberontak tersebut telah menandatanganinya. Jika Kiir tidak menandatangani kesepakatan tersebut, PBB akan memberlakukan embargo senjata dan sanksi spesifik.",,Perserikatan Bangsa-Bangsa menyatakan siap ‘beraksi sesegera mungkin’ jika Presiden Sudan Selatan Salva Kiir tidak menandatangani kesepakatan perdamaian dengan pemberontak.,44,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 8}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 50}, 'should_replace_conjunctions': {'enabled': True, 'number': 3}, 'should_replace_ner': {'enabled': True, 'number': 4}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",0,
"Perdana Menteri Inggris David Cameron menekankan bahaya ekstremisme yang membahayakan demokrasi, tetapi memuji Indonesia yang membuktikan bahwa agama, dalam hal ini Islam, dapat hidup berdampingan dengan demokrasi. Cameron memuji praktik demokrasi Indonesia sebagai contoh bagi negara-negara Arab yang sedang dalam transisi, dan menekankan komitmen Indonesia untuk menghormati hak-hak individu sebagai kunci melindungi minoritas.",,"PM Inggris David Cameron memuji Indonesia yang dapat membuktikan bahwa agama dapat berjalan seiring dengan demokrasi, dan menegaskan bahwa praktek demokrasi di Indonesia dapat dijadikan contoh bagi negara-negara Arab yang sedang mengalami perubahan.",,"Perdana Menteri Inggris David Cameron, dalam pidatonya di Universitas Al Azhar, Jakarta, mengatakan ekstremis Islam jangan diberi kesempatan untuk menodai demokrasi yang sedang berlangsung dan menganiaya kelompok minoritas.",46,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",0,
