q_idx,label,gpt_prediction,gemini_prediction
883,"Independent gazetesi, dünya haberleri sayfalarında Türkiye Gazeteciler Sendikası'nın Gezi Parkı eylemlerinden sonra işinden olan gazetecilerle ilgili açıklamasına yer veriyor.","Gazete, Gezi Parkı eylemleri sırasında 22 gazetecinin işten atıldığını ve 37 gazetecinin istifaya zorlandığını bildiriyor. Gazete, Türkiye'deki basının özgürlüğüne bir darbe olarak nitelendirdiği bu durumu eleştiren bir başyazı yayımlıyor. Yazıda, polisin gazetecilere yönelik saldırılarının kaygı verici olduğu ve gazetecilerin işsiz kalmasının beklenmedik olmadığı belirtiliyor. Türkiye'deki gazetecilerin maruz kaldığı zulümün dünya çapında bir örnek olduğu vurgulanıyor.","Türkiye'de Gezi Parkı eylemleri sırasında haber yapan gazeteciler işten çıkarıldı veya istifaya zorlandı.  Bir gazete, 22 gazetecinin işten atıldığını ve 37 gazetecinin istifa etmek zorunda bırakıldığını bildirdi.  Bu durum, Türkiye'nin zaten kısıtlı olan basın özgürlüğüne bir darbe olarak nitelendirildi.  Protestolar sırasında gazetecilerin hedef alınması ve işlerini kaybetmeleri endişe verici.  Türkiye'de gazeteciler için işsizlik, hapis cezasına kıyasla daha iyi bir seçenek olarak görülüyor.
"
887,"Sosyal medya devi Facebook'un CEO'su Mark Zuckerberg, sitedeki paylaşımları önceliklendiren bazı değişiklikler yapmaları sonrası kullanıcıların sitede daha az zaman geçirmeye başladığını söyledi.","Mark Zuckerberg, 2018 için yeni bir hedef belirledi ve Facebook'taki sorunları çözmek istiyor. Geçen yıl kullanıcıların Facebook'ta geçirdiği süre azaldı ve viral videoların sayısı da azaldı. Facebook, paylaşımları öncelik sırasına göre düzenleyerek arkadaş ve aile etkileşimini artırmayı hedefliyor. Zuckerberg, yapılan değişikliklerin uzun vadede olumlu sonuçlar vereceğine inanıyor. Ancak, Facebook hala eleştirilerin hedefi olmaya devam ediyor, özellikle yalan haberlerin yayılmasına izin vermesi nedeniyle.","Mark Zuckerberg, 2018 hedefi olarak Facebook'taki sorunları çözmeye odaklandı.  Kullanıcıların Facebook'ta geçirdiği süre 2017'de azaldı ve Zuckerberg bunu platformdaki değişikliklere bağladı.  Bu değişiklikler, arkadaş ve aile içeriklerini öne çıkarırken, işletme ve medya içeriklerini azalttı.  Zuckerberg, bu değişikliklerin uzun vadede olumlu sonuçlar doğuracağına inanıyor ve kullanıcıların platformda daha anlamlı zaman geçirmesini hedefliyor.  Ayrıca, Facebook'un yakın zamanda daha az reklam ve haber içerecek şekilde güncelleneceğini belirtti.
"
889,"Amerikan Adalet Bakanı Jeff Sessions, Kongre Komisyonu'nda verdiği ifadede Washington'daki bir otelde Rus yetkililerle ilgili gizli toplantılar yapıldığı iddiasını reddetti.","Adalet Bakanı Sessions, Senato İstihbarat Komitesi'nde yaptığı ifadede, Kremlin yönetimiyle işbirliği yaptığı iddialarını reddetti. Sessions, kendisini başkanlık kampanyasıyla ilgili soruşturmalarda muaf tuttuğunu ancak yanlış iddialara karşı muaf tutmadığını belirtti. Rus Büyükelçi ile iki kez görüştüğünü kabul eden Sessions, Mayflower Oteli'ndeki etkinlikte görüşüp görüşmediğini hatırlamadığını söyledi. Senato Komisyonu'nun Başkan Yardımcısı ise Sessions'ın ABD seçimlerine müdahalenin ciddiyetini fark etmediğini savundu.","Jeff Sessions, Rusya ile işbirliği iddialarını ""korkunç ve iğrenç bir yalan"" olarak nitelendirdi.  Sessions, Rus Büyükelçi Sergey Kislyak ile iki görüşme yaptığını doğruladı ancak Nisan 2017'deki bir etkinlikte görüştüklerini hatırlamadığını belirtti.  Herhangi bir Rus yetkilisiyle seçim müdahalesi konusunda görüştüğünü yalanladı.  Senato İstihbarat Komitesi'ndeki ifadesinde,  hakkındaki suçlamalara karşı kendini savundu. Senatör Richard Burr ise Sessions'ın seçimlere müdahalenin ciddiyetini kavrayamadığını iddia etti.
"
891,"Rusya Dışişleri Bakanlığı, Güneydoğu’da devam eden operasyonların endişeyle izlendiğini belirterek Türk hükümetine sorunu siyasi yollarla çözme çağrısında bulundu.","Türkiye'nin güneydoğusunda Kürt nüfusun yaşadığı kentlerdeki şiddet olaylarının artması endişe verici bir durumdur. Sokağa çıkma yasağı ve hareket özgürlüğünün kısıtlanması gibi önlemler hala devam etmektedir. İnsan hakları örgütleri, sivil kayıpların olduğunu ve insani felakete yaklaşıldığını belirtmektedir. Gıda ve temel ihtiyaç malzemeleri sıkıntısı yaşanmaktadır ve birçok insan evlerini terk etmek zorunda kalmıştır. Türk Hükümeti'nden şiddeti sona erdirmek ve barış sürecine geri dönmek için adımlar atması istenmektedir.","Açıklamada, Türkiye'nin güneydoğusundaki operasyonlar nedeniyle artan şiddetten duyulan kaygı dile getiriliyor.  Sivil kayıplar, sokağa çıkma yasakları ve hareket kısıtlamaları endişe verici bulunuyor.  Bölgeye siyasetçilerin, gazetecilerin ve insan hakları örgütlerinin girişine izin verilmemesi eleştiriliyor.  Temel ihtiyaç maddelerindeki sıkıntı ve yerinden edilmeler insani krize yol açabileceği vurgulanıyor.  Türk Hükümeti'ne şiddete son vermesi ve siyasi çözüm yoluyla barış sürecine dönmesi çağrısı yapılıyor.
"
894,"Demokratik Kongo Cumhuriyeti'nin kırsal bölgelerinde başlayan Ebola salgını, bir milyon kişinin yaşadığı Mbandaka kentine yayıldı. Uzmanlar salgını kentte kontrol altına almanın daha zor olmasından endişeleniyor.","Kongo Demokratik Cumhuriyeti'nde Ebola salgınında şu ana kadar 23 kişi hayatını kaybetti. Salgının başladığı bölgeden 130 kilometre uzaklıktaki Mbandaka'ya ulaştığı doğrulandı. Ebola, iç organlarda kanamaya yol açan ciddi bir ölümcül hastalıktır. Salgının kente ulaşmasıyla vaka sayılarında büyük bir artış yaşanması potansiyeli taşımaktadır. Salgının yayılma ihtimali olan Mbandaka'ya acil müdahale edilmesi gerekmektedir. Deneysel bir Ebola aşısı bölgeye gönderilmiştir.","Ebola salgını Demokratik Kongo Cumhuriyeti'nde Mbandaka kentine ulaştı ve şu ana kadar 42 vaka tespit edilirken 23 kişi hayatını kaybetti.  Mbandaka önemli bir ticaret merkezi olduğundan salgının başkent Kinşasa ve komşu ülkelere yayılma riski bulunuyor.  Dünya Sağlık Örgütü, deneysel bir aşıyı bölgeye gönderdi ancak aşının saklama koşulları zorlu.  Salgına uluslararası toplumun hızlı müdahalesi dikkat çekiyor.  Uzmanlar, salgının kontrol altına alınmasının lojistik açıdan zorlu olacağını belirtiyor.
"
899,Mısır’da devrik Cumhurbaşkanı Muhammed Mursi'nin destekçileri ile karşıtları Ramazan ayının ilk Cuma günü gösteri düzenlemek için Kahire’nin çeşitli bölgelerinde bir araya geldi.,"Muhammed Mursi'nin destekçileri Kahire'de toplanarak onun Cumhurbaşkanlığı görevine dönmesini istediler. Mursi karşıtları ise Tahrir Meydanı'nda gösteriler düzenleyerek onun görevden alınmasını istediler. Mısır'da ordunun siyasi meselelere müdahalesinden rahatsız olanlar da bulunuyor. Mursi destekçileri şiddete başvurulmaması çağrısı yaparken, kutuplaşmanın artması nedeniyle şiddet olaylarının yaşanabileceği belirtiliyor. Uluslararası toplum da Müslüman Kardeşler'in dışlanmaması ve tutuklamaların sona ermesi çağrısı yapıyor.","Kahire'de, Muhammed Mursi'nin görevine iadesini isteyen binlerce destekçisi protesto gösterileri düzenledi.  Mursi karşıtları ise Tahrir Meydanı'nda toplandı.  Ordu müdahalesinden rahatsız olan bazı Mısırlılar da Mursi destekçilerine katıldı.  Mursi yanlıları şiddetten kaçınılması çağrısında bulunurken, artan kutuplaşma şiddet olayları riskini artırıyor. Uluslararası toplum, Mısır'daki duruma endişeyle yaklaşıyor ve tüm tarafların katılımıyla barışçıl bir çözüm bulunması çağrısında bulunuyor.
"
904,"Güney Amerika ülkeleri, Venezuela'ya karşı askeri seçeneğin değerlendirdikleri seçenekler arasında yer aldığını söyleyen ABD Başkanı Donald Trump'ı kınadı.","Güney Amerika ülkelerinin ticari işbirliği örgütü Mercosur, Trump'ı kınayan bir açıklama yaptı. Mercosur üyesi olmayan Meksika ve Kolombiya da Trump'ı kınadı. Arjantin, Venezuela demokrasisini desteklemenin tek yolunun diyalog ve diplomasi olduğunu belirtti. Peru da Trump'ı kınayan ülkeler arasında yer aldı. Venezuela dışişleri bakanı ise, Trump'ın sözlerinin düşmanca ve saygısızca olduğunu, Latin Amerika'yı istikrarsızlaştırma riski taşıdığını belirtti.","ABD Başkanı Trump'ın Venezuela'ya askeri müdahale seçeneğini değerlendirdiğini söylemesi Latin Amerika ülkelerinden tepki çekti.  Mercosur, Meksika, Kolombiya ve Peru, Trump'ın açıklamalarını kınadı. Venezuela Devlet Başkanı Maduro, Trump ile görüşme talebinde bulundu ancak Beyaz Saray talebi reddetti.  Maduro ayrıca BBC ve CNN'i bilgi manipülasyonuyla suçladı. Venezuela'da Nisan ayından bu yana devam eden gösterilerde 120'den fazla kişi hayatını kaybetti.
"
913,Ekonomik kriz nedeniyle Venezuela'dan komşu ülkelere göç edenlerin sayısında son günlerde ciddi artış var. Birlşemiş Milletler'e bağlı çalışan Uluslararası Göç Örgütü (IOM) durumun 2015 yılında Akdeniz'de yaşanan mülteci krizine benzer bir noktaya doğru gittiği uyarısında bulundu.,"IOM Sözcüsü Joel Millman, Venezuela'nın komşu ülkelerle sınırlarında yaşananların bölgenin yardıma ihtiyacı olduğuna dair uyarı işaretleri olduğunu söyledi. Peru ve Brezilya gibi ülkeler, göçmen akışını kontrol etmek için yeni kısıtlamalar getirdi. Venezuelalılar, pasaport zorunluluğu nedeniyle sınırları geçmek için çaba sarf ediyor. Ülkede gıda ve ilaç kıtlığı yaşanıyor ve enflasyon oranı yüksek. Kolombiya'da ise 870 bin Venezuelalı bulunuyor.","Venezuela'daki ekonomik kriz nedeniyle iki milyondan fazla Venezuelalı komşu ülkelere göç etti.  Peru, Venezuelalı göçmenlere pasaport zorunluluğu getirdi ve bu uygulama öncesinde çok sayıda Venezuelalı Peru'ya akın etti.  Ekvador ve Brezilya da benzer kısıtlamalar uygulamaya çalıştı ancak mahkemeler bu girişimleri engelledi. BM, komşu ülkelerin yardımları sayesinde Avrupa'daki gibi bir göç krizi yaşanmadığını belirtti.  Kolombiya tek başına 870 bin Venezuelalı göçmene ev sahipliği yapıyor.
"
925,"Oxford Üniversitesi ve ilaç şirketi AstraZeneca'nın birlikte geliştirdiği koronavirüs aşısının son aşamadaki klinik testleri, bir deneğin aşıya olumsuz tepkiler vermesi üzerine askıya alındı.","AstraZeneca, bir denekte ""açıklanamayan bir hastalığın"" ortaya çıkmasının ardından koronavirüs aşısı testlerini durdurdu. Dünya genelinde 176 farklı çalışma bulunurken, AstraZeneca'nın Oxford Üniversitesi ile birlikte geliştirdiği aşı, etkili olma ihtimali yüksek olarak nitelendiriliyor. Testlerin yeniden başlaması için bağımsız bir incelemenin yapılması ve düzenleyici birimlerin karar vermesi gerekiyor. Hastalanan denek İngiltere'de bulunuyor ve hayati tehlikesi olmadığı belirtiliyor. Testlerin kısa bir süre içinde yeniden başlaması bekleniyor.","AstraZeneca'nın geliştirdiği koronavirüs aşısının denemeleri, bir denekte ortaya çıkan açıklanamayan hastalık nedeniyle durduruldu.  Durdurmanın rutin bir prosedür olduğu belirtilse de, hastalığın nedenleri araştırılıyor.  Oxford Üniversitesi ile AstraZeneca'nın geliştirdiği aşı, umut verici adaylar arasında yer alıyordu ve üçüncü faz denemeleri sürüyordu.  Bağımsız bir inceleme tamamlanana kadar tüm ülkelerdeki denemeler askıya alındı. Deneğin İngiltere'de olduğu ve hayati tehlikesinin bulunmadığı bildirildi.
"
926,"ABD Dışişleri Bakanı Rex Tillerson, Rus mevkidaşı Sergey Lavrov'u, Moskova'nın geçen yılki başkanlık seçimlerine müdahalesinin ikili ilişkilerde ciddi güvensizliğe yol açtığı konusunda uyardığını söyledi.","ABD Dışişleri Bakanı Tillerson, Rusya'nın Ukrayna'daki ayrılıkçılar konusunda görüşmelere oturabileceğini işaret etti. Tillerson, ABD-Rusya ilişkilerine pragmatik bir yaklaşım sergilediğini ve sorunları çözmeyi umduğunu belirtti. ABD Kongresi, Rusya'ya yaptırımlar içeren bir yasa teklifini onayladı. Yasa, Rusya'nın Kırım'ı ilhak etmesine tepki olarak Kuzey Akım-2 projesine sınırlamalar getiriyor. Rusya Devlet Başkanı Putin, ABD'nin diplomatik personel sayısını azaltmasını istedi.","ABD Dışişleri Bakanı Rex Tillerson, Rus mevkidaşı Sergey Lavrov ile ABD-Rusya ilişkilerini görüştü. Tillerson, ilişkilerin tek bir konu yüzünden zedelenmemesi gerektiğini ve iki ülkenin birlikte hareket edebileceği alanlar bulması gerektiğini savundu.  Tillerson, Rusya'nın Ukrayna sorununda görüşmelere açık olduğunu belirtti ve Rusya'nın ABD'nin diplomat sınırlamasına karşılık vereceğini söyledi. ABD Kongresi'nin Rusya'ya yeni yaptırımlar uygulaması gerilimi tırmandırdı.  Putin ise ABD'den 755 diplomatın ülkeyi terk etmesini istedi.
"
933,"ABD Başkanı Barack Obama, Florida eyaletinde 11 Eylül'de Kuran yakma eylemi planlayan rahibe, bu eylemi iptal etme çağrısı yaptı.","Obama, Kuran yakma eylemini El Kaide'ye yeni üye kazandıracak ve yıkıcı bir girişim olarak nitelendirdi. Endonezya, Pakistan ve Hindistan, Obama'yı bu konuda harekete geçmeye çağırdı. Amerikalı yetkililer, böyle bir etkinliği engelleme yetkilerinin sınırlı olduğunu belirtti. Terry Jones, Kuran yakmanın terörizme direnmek için bir yöntem olduğunu savunuyor. Protestolar dünya genelinde tepkilere neden oldu ve Almanya Başbakanı Angela Merkel de bu planları tiksindirici olarak nitelendirdi.","Florida'daki küçük bir kilisenin papazı Terry Jones'un Kuran yakma planı uluslararası tepkilere yol açtı.  ABD Başkanı Obama eylemi ""yıkıcı"" olarak nitelendirirken, bazı Müslüman ülkeler Obama'dan müdahale talep etti.  ABD yetkilileri ise anayasal sınırlamalar nedeniyle müdahalede zorluklar olduğunu belirtti.  Dünya genelinde protestolar düzenlenirken, Almanya Başbakanı Merkel de planı ""tiksindirici"" bulduğunu ifade etti.  İran ise Kuran yakılmasının İslam dünyasında kontrol edilemez tepkilere neden olacağı konusunda uyardı.
"
935,"İran'da hayat pahalılığı, para biriminin değer kaybı, işsizlik ve su ile elektrik kesintilerini protesto etmek amacıyla başlayan gösteriler üçüncü gününde farklı kentlerde devam ediyor.","İran'da başlayan protestolar İsfahan, Şiraz ve Meşhed gibi kentlere yayıldı. Göstericiler rejim karşıtı sloganlar atarken, polisle çatışmalar yaşandı. Sosyal medya paylaşımlarında göstericilerin güvenlik güçlerine taş attığı ve tekerlek yaktığı görüldü. Ayetullah Hamaney'in istifası çağrıları yapılırken, Tahran'da güvenlik önlemleri artırıldı. Protestolarda yüksek fiyatları protesto eden sloganlar atıldı ve bazı kaynaklara göre ateş açıldı ve tutuklamalar oldu. İran ekonomisi, ABD'nin yaptırımlarının etkisiyle zor durumda.","İran'da İsfahan, Şiraz ve Meşhed gibi şehirlerde rejim karşıtı protestolar yayılıyor.  İsfahan'da protestocular polisle çatışırken, Şiraz'da ""Diktatöre ölüm"" ve ""Allah seni korusun Rıza Şah"" sloganları atıldı.  Meşhed'de ise yüksek fiyatlar protesto edildi.  Güvenlik güçleri protestolara biber gazıyla müdahale ederken, Tahran'da yoğun güvenlik önlemleri alındı.  Protestolar, ekonomik sıkıntılar ve ABD yaptırımlarıyla artan gerginliğin ortasında patlak verdi.
"
939,Hint polisi dünyanın en çok izlenen dizilerinden Game of Thrones'un bölümlerini sızdırdıkları şüphesiyle 4 kişiyi tutukladı.,"Prime Focus Technology firmasında çalışan üç kişinin, Game of Thrones dizisinin bölümlerini Hindistan'daki internet haklarını elinde bulunduran Hotstar adına depoladığı ortaya çıktı. Dizinin yeni sezonunun dördüncü bölümü önceden sızdırılmıştı ve dizi daha önce de birçok kez sızdırma haberleriyle gündeme gelmişti. Ancak, Hindistan'daki tutuklamaların bilgisayar korsanlığıyla değil, sızdırılan bir bölümle ilgili olduğu belirtiliyor. Mumbai Emniyet Müdür Yardımcısı, dördüncü bölümü izinsiz yayınlayan dört kişinin tutuklandığını açıkladı.","Dört kişi, Game of Thrones dizisinin yedinci sezonunun dördüncü bölümünü sızdırdıkları gerekçesiyle Hindistan'da tutuklandı.  Tutuklananlardan üçü, dizinin bölümlerini depolayan Prime Focus Technology isimli şirkette çalışıyor.  Bu şirket, bölümleri Hindistan'daki internet yayın haklarını elinde bulunduran Hotstar adına depoluyordu. Sızdırma, bilgisayar korsanlığı ile değil, yetkisiz paylaşım ile ilgili.  Olay, Mumbai Emniyet Müdür Yardımcısı Akbar Pathan tarafından doğrulandı.
"
940,"Lübnan’ın başkenti Beyrut’un güneyindeki Dahiye bölgesinde meydana gelen patlamada ilk gelen bilgilere göre en az 16 kişi öldü, 200 kişi yaralandı.","Lübnan'ın başkenti Beyrut'ta meydana gelen patlama, Hizbullah'ın kalesi olarak bilinen bir bölgede gerçekleşti. Patlama, Bir el Abid ve Rueiss mahalleleri arasındaki bir bölgede meydana geldi. Kurtarma ekipleri en az 9 ceset buldu. İçişleri Bakanı, patlamanın bomba yüklü bir aracın infilak etmesi sonucu meydana geldiğini belirtti. Patlama, Hizbullah'ın Suriye'deki çatışmalara müdahil olmasının sonucu olarak görülebilir.","Beyrut'un Hizbullah kontrolündeki bir bölgesinde bomba yüklü araçla düzenlenen saldırıda çok sayıda ölü ve yaralı var.  Patlama, Bir el Abid ve Rueiss mahalleleri arasında ana bir yolda meydana geldi.  Kurtarma ekipleri en az dokuz ceset buldu, çevredeki binalar ve araçlar hasar gördü.  İçişleri Bakanı Mervan Şerbil, saldırıyı bomba yüklü araçla gerçekleştiğini doğruladı.  Hizbullah'ın Suriye iç savaşındaki rolünün saldırının sebebi olabileceği düşünülüyor.
"
942,"Sudan'da iktidarı ele geçiren askeri konsey ile sokak gösterileri düzenleyen muhalifler, bir geçiş yönetimi oluşturulması için uzlaştı.","Sudan'da uzun süren tıkanıklıktan sonra iktidarla muhalefet arasında bir uzlaşı sağlandı. Eski Devlet Başkanı Ömer El Beşir'in devrilmesinin ardından başlayan sokak gösterileri ve çatışmalar sonucunda, ülkeyi yönetecek geçici konseyin altı sivil beş generalden oluşması öngörülüyor. Geçiş dönemi 3 yıl sürecek ve ilk 21 ay askeri bir konsey başkanlık yapacak, ardından 18 ay boyunca bir sivil liderlik edecek. Geçiş döneminde demokrasi yanlısı hareketlerin aday göstereceği bir başbakan da olacak. Bu uzlaşma, Sudan sokaklarında kutlamalarla karşılandı.","Sudan'da aylardır süren siyasi krizin ardından iktidar ve muhalefet arasında bir anlaşmaya varıldı.  Anlaşma, üç yıllık bir geçiş süreci öngörüyor ve ülkeyi yönetecek konseyin altı sivil, beş generalden oluşmasını içeriyor.  İlk 21 ay asker, sonraki 18 ay ise sivil bir lider başkanlık yapacak.  Hızlı Destek Kuvvetleri orduya bağlanacak, istihbarat birimleri ise konsey ve bakanlar kurulu tarafından yönetilecek.  Bu anlaşma, Ömer El Beşir'in devrilmesinin ardından başlayan protesto ve çatışmalara son vermeyi amaçlıyor.
"
943,"İngiltere'de iktidardaki Muhafazakar Parti, eski Dışişleri Bakanı Boris Johnson'ın peçeli kadınları ""posta kutusuna"" ve ""banka soyguncusuna"" benzettiği makalesi nedeniyle çok sayıda şikayet gelmesinin ardından inceleme başlattı.","Muhafazakar Parti, Boris Johnson'ın parti kurallarını ihlal ettiği gerekçesiyle ihraç edilme olasılığıyla karşı karşıya. Johnson, İngiliz Daily Telegraph gazetesinde yazdığı makalede peçe takan kadınları aşağılayıcı ifadeler kullanmıştı. İngiltere Müslüman Konseyi ve İşçi Partisi, Johnson'ın özür dilemesini istedi. Parti içinde Müslüman karşıtı söylemlerle mücadele etmek için yeterince çaba sarf edilmediği eleştirileri yapılıyor. Şikayetler bağımsız bir kurul tarafından inceleniyor ve sonuçta Johnson'ın partiyle ilişiği kesilebilir.","Boris Johnson'ın peçeli kadınlar hakkındaki sözleri nedeniyle Muhafazakar Parti'den ihraç edilmesi gündemde.  Bağımsız bir kurul, Johnson'ın sözlerini inceleyerek parti kurallarını ihlal edip etmediğine karar verecek.  Parti kuralları, yetkililerin saygılı ve hoşgörülü olması gerektiğini belirtiyor.  Johnson, peçe takan kadınlar için ""gülünç"" ve ""posta kutusu gibi"" ifadelerini kullanmıştı. Bu sözler, İslamofobiyi teşvik ettiği ve parti liderliğine göz kırptığı gerekçesiyle eleştirilere neden oldu.
"
948,"Irak Başbakanı Haydar El İbadi, Tel Afer kenti ve çevresinin ele geçirilmesinin ardından, Ninova eyaletinin ""IŞİD'dan tamamen kurtarıldığını"" söyledi.","Irak Başbakanı İbadi, IŞİD'in Ninova eyaletindeki Ayadiya kasabasında yenilgiye uğratılmasının ardından zafer ilan etti. IŞİD'in kontrolünde sadece Irak'ın ortası ve batısındaki birkaç kasaba ve çöl bölgesi kaldı. Telafer'in ele geçirilmesinin ardından Ayadiya'da çatışmalar yaşandı ve Irak ordusu takviye güçlerle direnişi kırmaya çalıştı. Iraklı askeri yetkililer, yüzlerce IŞİD militanının kasabada konuşlandığını ve ilerleyişi zorlaştırdığını belirtti. IŞİD henüz Telafer'in ele geçirilmesiyle ilgili bir açıklama yapmadı.","Başbakan İbadi, Ninova eyaletinin tamamen geri alındığını ve IŞİD'in yenilgiye uğratıldığını duyurdu.  IŞİD, Telafer'den kaçıp Ayadiya'ya sığınmış ancak orada da yenilgiye uğratıldı.  Böylece örgütün Irak'ta elinde sadece birkaç kasaba ve çöl bölgesi kaldı. Telafer'in ardından Ayadiya'daki çatışmalar kısa ama şiddetliydi. ABD öncülüğündeki koalisyon, Telafer'in geri alınmasına rağmen bölgede hala tehlikelerin olduğunu belirtti.
"
960,"Halkların Demokratik Partisi'nin (HDP) eski eş genel başkanı Selahattin Demirtaş hakkında, Ankara 19. Ağır Ceza Mahkemesi'nde tutuklu olarak yargılandığı ana davada tahliye kararı verildi. Ancak Demirtaş, hükümlü olduğu başka bir dava nedeniyle cezaevinden çıkamayacak.","HDP'nin eski Eş Genel Başkanı Selahattin Demirtaş, ""silahlı terör örgütüne üye olma"" suçlamasıyla yargılandığı davada tahliye edildi. Ancak Demirtaş, ""örgüt propagandası"" suçlamasıyla başka bir davada hüküm giydiği için cezaevinden çıkamıyor. Demirtaş'ın avukatları, tutukluluk süresinin mahsubu ve denetimli serbestlik için başvuru yapacak. Ayrıca, AİHM'nin Demirtaş'ın serbest bırakılması ve tutuksuz yargılanması gerektiği yönündeki kararı da bulunuyor. AİHM davası ise 18 Eylül'de yeniden incelenecek.","Selahattin Demirtaş, 2016'dan beri tutuklu bulunduğu Edirne F Tipi Cezaevi'nde ""silahlı terör örgütüne üye olma"" suçlamasıyla yargılanıyordu.  Pazartesi günü görülen duruşmada mahkeme tahliye kararı verdi.  Ancak Demirtaş,  ""örgüt propagandası"" suçlamasıyla aldığı ve henüz tamamlanmamış 4 yıl 8 aylık hapis cezası nedeniyle serbest bırakılamıyor. Avukatları, tutuklulukta geçen sürenin mahsubu ve denetimli serbestlik için başvuru yapacak.  Demirtaş'ın avukatları, bu işlemlerin ardından serbest bırakılması gerektiğini savunuyor.
"
971,"Gine'de Ebola hastalarını tedavi eden Amerikalı doktor Craig Spencer, ABD'ye geri döndükten sonra, Ebola şüphesiyle hastaneye kaldırılmıştı.","New York Times gazetesi, doktor Spencer'ın yüksek ateşten şikayet ettiğini ve yapılan ilk Ebola testinin pozitif çıktığını bildirdi. Sağlık Bakanlığı görevlileri, diğer testlerin sonuçlarının ilk testi doğrulayacağını belirtti. Doktor Spencer'ın metroya binip bowling oynadığı ve ardından evine gittiği yazıldı. Spencer'ın evi mühürlenerek koridora alındı ve etrafta yaşayanlara hastalıkla ilgili broşürler dağıtıldı. Sağlık Bakanlığı yetkilileri, Spencer'ın kuluçka süresinde kaç kişiyle temas ettiği konusunda kesin bir bilgi vermedi.","Doktor Craig Spencer'da Ebola virüsü testi pozitif çıktı.  Spencer, hastalık belirtileri başlamadan önce metroya binmiş ve bowling oynamıştı.  Yüksek ateş şikayeti üzerine yetkililere haber verdi.  Spencer'ın evi karantinaya alındı ve çevre sakinlerine bilgi verildi.  Belediye başkanı, Spencer'ın sınırlı sayıda kişiyle temas ettiğini belirtti.
"
976,Ankara’daki Gezi Parkı eylemleri sırasında gösterici Ethem Sarısülük’ün ölümüyle ilgili polis memuru Ahmet Şahbaz'ın yargılandığı davanın üçüncü duruşması bugün Ankara Adliyesi’nde görüldü.,"Ahmet Şahbaz, 'meşru savunmada sınırın aşılması suretiyle adam öldürme' suçundan yargılandığı davanın duruşmasında Ankara 6. Ağır Ceza Mahkemesi heyeti, davadan çekildiğini açıkladı. Şahbaz, duruşmaya Şanlıurfa 2. Ağır Ceza Mahkemesi'nden sesli ve görüntülü konferans yöntemiyle katıldı. Mahkeme heyeti, Şahbaz'ın peruk ve takma bıyıkla gelip gelmediğinin tespit edilmesi talebini reddetti. Şahbaz, savunmasında olay sırasında kendisine taş atan ve saldıranların ölüme sebep olduğunu iddia etti. Dosya, 7. Ağır Ceza Mahkemesi'ne gönderildi.","Ankara 6. Ağır Ceza Mahkemesi, Ahmet Şahbaz'ın yargılandığı davadan çekildi.  Şahbaz, Ethem Sarısülük'ün ölümünden sorumlu tutuluyor ve 'meşru savunmada sınırın aşılması suretiyle adam öldürme' suçlamasıyla yargılanıyor.  Duruşmada Şahbaz, Sarısülük'ün ölümünden kendisini sorumlu tutmayarak, taş atanları suçladı.  Avukatlar, mahkemenin tarafsızlığına itiraz etmiş ve Şahbaz'ın peruk ve takma bıyıkla duruşmaya katıldığını iddia etmişti.  Davanın dosyası şimdi 7. Ağır Ceza Mahkemesi'ne gönderildi.
"
978,Autodata Corp'un yaptığı araştırmaya göre ABD'de Toyota marka otomobil satışları Nisan ayında geçen yılki rakamlara kıyasla %11.6 arttı.,"Toyota'nın ABD satışları, Japonya'daki Tsunami felaketinden dolayı düşüş yaşamıştı. Ancak şirketin üretimi normal seviyesine döndü ve ABD ekonomisi de toparlanma belirtileri gösteriyor. Autodata, Toyota'nın satışlarının gelecekte daha da artacağını söyledi. Toyota Genel Müdür Yardımcısı Bob Carter, müşterilerin şirkete olan güveninin arttığını ve bu durumun satışları artırdığını belirtti. Uzmanlar, Toyota'nın beklenenden daha hızlı toparlandığına inanıyor.","Toyota'nın ABD satışları, Japonya'daki tsunami ve Tayland'daki sel felaketleri ile güvenlik sorunları nedeniyle düşmüştü.  Ancak üretim normale döndü ve ABD ekonomisi toparlanınca satışlar yeniden arttı.  Toyota Genel Müdür Yardımcısı Bob Carter, müşteri güveninin arttığını ve bunun satışları olumlu etkilediğini belirtti.  Uzmanlar, Toyota'nın beklenenden hızlı bir toparlanma gösterdiğini ifade ediyor. TrueCar'dan Jesse Toprak, pazar paylarını geri kazanmalarının bu kadar hızlı olacağını tahmin etmediklerini söyledi.
"
