q_idx,label,gpt_prediction,gemini_prediction
160,"Puluhan penganut Saksi Yehuwa di Korea Selatan tiba di penjara setelah menolak ikut serta program wajib militer — tetapi, untuk pertama kalinya, mereka tidak di sana sebagai narapidana.",Pesawat Sukhoi Irak jatuh setelah gagal melepaskan bom saat pulang dari serangan terhadap ISIS. Tiga anak tewas dalam kejadian ini. Pasukan Irak dan AS terus memerangi ISIS di bagian barat dan utara negeri.,"Di Korea Selatan, para Saksi Yehuwa yang menolak wajib militer karena alasan agama kini dapat bekerja sebagai administrator penjara.  Sebelumnya, mereka dipenjara selama 18 bulan atau lebih.  Perubahan ini mengikuti keputusan Mahkamah Agung 2018 yang mengakui hak atas pengabdian alternatif.  63 orang memulai program  tiga tahun ini pada 26 Oktober,  lebih lama dari wajib militer standar.  Meskipun disambut baik,  beberapa pihak menganggapnya sebagai hukuman alternatif.
"
165,"Tiga puluh negara telah berikrar membantu Irak melawan kelompok militan Daulah Islamiyah atau ISIS ""dengan semua cara diperlukan"".","Djoko Judodjoko, seorang dokter di Bogor, meninggal dalam status suspek virus corona. Keluarganya kesulitan mendapatkan perawatan di rumah sakit pemerintah. Beberapa dokter lain juga meninggal dunia. Keterbatasan APD dan perlengkapan medis menjadi masalah serius bagi tenaga medis. Pemerintah mengklaim telah mengirim APD, namun masih ada kekurangan.","Konferensi di Paris dihadiri para pemimpin dunia untuk membahas strategi melawan ISIS.  Pernyataan bersama dari para menteri luar negeri menyetujui pemberian bantuan militer.  Konferensi ini bertujuan membasmi ISIS yang menguasai sebagian Irak dan Suriah, serta mendukung rencana aksi Presiden Obama. Pembunuhan David Haines oleh ISIS semakin memperkuat urgensi rencana tersebut. Presiden Irak dan Prancis mendesak respon global yang cepat untuk mencegah ISIS memperluas wilayah kekuasaannya.
"
166,"Perusahaan Taiwan yang membuat iPad dan iPhone perusahaan Apple dan produk-produk lain untuk berbagai perusahaan elektronik terkemuka mengumumkan bahwa gaji para karyawannya di pabriknya di Shenzen, Cina selatan akan dinaikkan lagi lebih dari 70%.","Skuat Arsenal tampil bagus di awal musim namun kemudian mengalami kekalahan dari Liverpool, Chelsea, dan Everton. Arsenal akan menjamu West Ham dan jika menang bisa menggeser Everton di posisi keempat. Wenger ingin klub ini turun di Liga Champions dan menghadapi tantangan Everton.","Sepuluh karyawan Foxconn di Shenzhen bunuh diri dan tiga lainnya luka parah akibat percobaan bunuh diri tahun ini.  Foxconn menaikkan gaji karyawan dua kali dalam seminggu untuk memastikan penghasilan yang lebih layak.  Kenaikan gaji kedua, berlaku 1 Oktober, meningkatkan gaji pokok menjadi US$293 per bulan, dua kali lipat dari Januari.  Kenaikan ini bertujuan mengurangi kebutuhan lembur bagi karyawan.  Kenaikan gaji ini berpotensi mengurangi laba Foxconn kecuali jika biaya tersebut dibebankan kepada pelanggan.
"
171,"BTS, boyband asal Korea Selatan, terpilih menjadi salah satu dari tiga sampul internasional majalah Time yang memperlihatkan ""Pemimpin Generasi Mendatang"".","Presiden AS Donald Trump dan timnya menganggap serius dugaan serangan kimia di Suriah. Militer negara-negara Barat sedang mempersiapkan serangan, tetapi Rusia menentangnya. Presiden Prancis Emmanuel Macron memiliki bukti serangan kimia oleh pemerintah Suriah. Dewan Keamanan PBB akan membahas krisis ini. Rusia menganggap serangan itu sebagai provokasi.","BTS tampil di acara budaya Korea Selatan di Paris dan ditampilkan di sampul majalah Time.  Time menyebut BTS mirip  Beatles dan One Direction, dengan lagu yang menarik dan tarian yang energik.  BTS juga diakui sebagai musisi Korea pertama yang menjual habis tiket stadium di AS,  meski mayoritas lagu mereka berbahasa Korea.  Kesuksesan BTS juga dikaitkan dengan kepiawaian mereka menggunakan media sosial dan keterbukaan mereka tentang isu-isu sosial.
"
174,Seorang pria meminta aparat menghukum sejumlah pendukung Chelsea yang mendorongnya ke luar dari kereta bawah tanah Kota Paris dan menyanyikan lagu berlirik rasis.,"Nasib Mancini di Manchester City terancam setelah gagal di Liga Champions dan tertinggal jauh di Liga Primer. Jika mereka juga gagal di Piala FA, Mancini mungkin akan pergi. Ada ketidakpuasan di klub dan pemilik klub ingin sukses seperti Barcelona.","Seorang pria bernama Souleymane S melaporkan kejadian dirinya didorong keluar kereta dua kali oleh sekelompok orang.  Rekaman video menunjukkan para pelaku menyanyikan lirik rasis saat mendorong Souleymane.  Souleymane merasa didorong karena warna kulitnya dan menginginkan para pelaku dihukum.  Perdana Menteri Inggris, David Cameron, menyebut tindakan tersebut mengkhawatirkan dan berpotensi melanggar hukum.  Kepolisian Inggris akan membantu penyelidikan dan mempertimbangkan larangan perjalanan bagi para pelaku.
"
176,"Enam kota, termasuk Beijing dan Stockholm, mengajukan diri menjadi tuan rumah Olimpiade musim dingin 2022, menurut Komite Olimpiade Internasional.","Petugas KBRI Kuala Lumpur mengirim kertas suara untuk pemilihan presiden. Partisipasi pemilih diperkirakan akan tinggi di Malaysia dan Hong Kong. Pemungutan suara dilakukan melalui TPS dan pos. Di London, animo pemilih lebih tinggi dibanding pemilihan legislatif.","Enam kota mengajukan diri sebagai tuan rumah Olimpiade Musim Dingin 2022, termasuk Beijing, Stockholm, Krakow, Oslo, Almaty, dan Lviv.  Beijing dan Stockholm pernah menjadi tuan rumah Olimpiade, sementara Oslo pernah menjadi tuan rumah Olimpiade Musim Dingin 1952.  Pemenang akan diumumkan oleh Komite Olimpiade Internasional (IOC) pada tahun 2015. Almaty pernah mengajukan diri untuk Olimpiade Musim Dingin 2014 tetapi tidak berhasil. Keputusan akhir tuan rumah Olimpiade Musim Dingin 2022 akan diumumkan di Kuala Lumpur pada 31 Juli 2015.
"
177,"Timnas Perancis terancam tidak lolos ke Piala Dunia 2014 di Brasil setelah dikalahkan 0-2 oleh Ukraina di Kiev, Sabtu (16/11) dini hari WIB, pada laga putaran pertama Playoff Piala Dunia.","Tandatangan Gandhi di surat permohonan pembebasan dirinya terjual dengan harga tinggi, melebihi perkiraan awal. Surat ini merupakan bagian dari negosiasi rahasia Gandhi pada masa kemerdekaan India. Surat tersebut merupakan salah satu dari surat penting yang dibuat oleh Gandhi.","Prancis kalah 2-0 dari Ukraina di leg pertama playoff Piala Dunia.  Ukraina berpeluang lolos ke Piala Dunia untuk kedua kalinya setelah tahun 2006.  Prancis wajib menang dengan selisih lebih dari dua gol di leg kedua di Paris.  Kedua tim bermain dengan 10 pemain setelah Koscielny dan Kucher mendapat kartu merah.  Zozulia mencetak gol pertama dan Yarmolenko mencetak gol kedua lewat penalti.
"
179,"Pengamat Politik dari LIPI Siti Zuhro menilai sistem politik dan partai politik yang ada sekarang kurang memberi peluang kepada calon presiden yang dikehendaki rakyat, sehingga hasil survei masih sering memunculkan nama-nama tokoh politik lama.",Universitas Cambridge akan melaksanakan tes tertulis bersamaan dengan wawancara atau sebelumnya untuk menjaga keadilan dalam sistem pendidikan yang baru. Tes ini akan disesuaikan untuk setiap jurusan dan akan diadakan pada November 2017. Tes tertulis ini bukanlah pengembalian ujian masuk perguruan tinggi yang dihapus pada 1980-an.,"Survei LSI menunjukkan Mahfud MD dan Jusuf Kalla unggul dalam kualitas personal Capres 2014.  Survei ini menilai tokoh berdasarkan indikator seperti kepercayaan, rekam jejak KKN, kriminalitas, dan kemampuan memimpin.  Siti Zuhro menilai survei independen seperti ini penting untuk meningkatkan kualitas Pemilu.  Ia juga menyoroti sistem yang kurang memberi peluang munculnya calon pemimpin handal.  Dahlan Iskan, Sri Mulyani, dan Hidayat Nur Wahid juga masuk dalam lima besar survei tersebut.
"
186,Seorang penyelam asal Inggris yang turut membantu upaya penyelamatan 12 remaja Thailand dan pelatih mereka di Gua Tham Luang mengaku sedang menimbang untuk menuntut pebisnis Elon Musk.,Lukisan asli dan tiruan karya Jean-Honore Fragonard dipajang berdampingan di Galeri Lukisan Dulwich. Pengunjung diminta untuk menemukan lukisan tiruan tersebut di antara koleksi lukisan klasik. Hanya 10% pengunjung yang berhasil menemukannya. Lukisan asli kemudian dikembalikan dan keduanya dipajang untuk membandingkan perbedaan dan gaya.,"Elon Musk menyebut Vern Unsworth, penyelam Inggris yang terlibat penyelamatan di Gua Tham Luang, ""pria pedo"" setelah Unsworth mengkritik kapal selam mini buatan Musk.  Unsworth, yang berperan penting dalam operasi penyelamatan,  mengatakan akan mempertimbangkan tuntutan hukum terhadap Musk.  Perseteruan ini bermula dari komentar Unsworth yang menyebut kapal selam mini Musk ""tidak ada peluang berfungsi"". Musk membalas dengan cuitan yang menghina Unsworth, meski cuitan tersebut telah dihapus.  Unsworth menyebut Musk hanya mencari perhatian publik.
"
189,Pesenam Korea Utara dan Selatan di Olimpiade Rio 2016 memperlihatkan persatuan sesaat kepada dunia lewat selfie.,Presiden Prancis dan para menteri luar negeri mendiskusikan strategi untuk melawan DI di Paris. Mereka mendukung bantuan militer dan menganggap ancaman DI harus ditanggapi secara global. CIA memperkirakan DI memiliki 20.000-31.000 petempur di Irak dan Suriah. Presiden Irak juga meminta dukungan internasional untuk melawan DI.,"Lee Eun-ju (Korsel) dan Hong Un-jong (Korut) berfoto selfie bersama sebelum pertandingan senam di Olimpiade.  Foto tersebut dipuji karena menunjukkan semangat Olimpiade di tengah ketegangan politik antara kedua negara.  Keduanya, yang secara teknis masih dalam keadaan perang,  tersenyum dalam foto yang diambil saat latihan.  Meskipun banyak yang memuji, beberapa pihak mempertanyakan kebolehan atlet berinteraksi dengan ""musuh"".
"
190,"Keluarga mantan presiden Amerika Serikat, Barack Obama, membeli rumah yang selama ini mereka sewa di Washington DC.","Liverpool mengalahkan Arsenal dengan skor 5-1 dalam pertandingan Liga Primer. Martin Skrtel mencetak dua gol dalam 10 menit pertama, sementara Raheem Sterling mencetak dua gol tambahan. Arsenal hanya mampu mencetak satu gol melalui tendangan penalti. Liverpool naik ke peringkat empat dalam klasemen sementara.","Keluarga Obama membeli rumah di kawasan elit Kalorama, Washington D.C., seharga Rp107 miliar.  Rumah tersebut memiliki sembilan kamar dan luas 770 m2.  Mereka memutuskan membeli rumah karena akan tinggal di Washington hingga Sasha, putri bungsu mereka, menyelesaikan sekolah menengah.  Rumah tersebut sebelumnya dimiliki oleh Joe Lockhart, mantan sekretaris pers Bill Clinton.  Beberapa tokoh penting lain, termasuk Ivanka Trump dan Rex Tillerson, juga tinggal di kawasan Kalorama.
"
191,"Pebalap Ferrari, Fernando Alonso, menganggap harapannya memenangkan Formula 1 telah berakhir setelah adanya pergantian jenis ban di pertengahan musim.","Karyawan Foxconn mendapatkan kenaikan gaji kedua kalinya dalam satu minggu. Gaji pokok akan dinaikkan menjadi US$ 293 per bulan, dua kali lipat dari sebelumnya. Kenaikan ini diharapkan dapat mengurangi keharusan bekerja lembur.","Fernando Alonso tertinggal 60 poin dari Sebastian Vettel di klasemen pebalap.  Ia mengakui butuh keberuntungan besar untuk mengejar ketertinggalan tersebut.  Pergantian ban Pirelli di pertengahan musim menjadi titik balik penurunan performa Ferrari. Alonso merasa kompetitif dan bahkan memenangkan dua balapan awal musim sebelum pergantian ban.  Pergantian ban tersebut, yang didorong oleh beberapa tim karena alasan keamanan, justru merugikan Ferrari.
"
192,"Mata uang Rubel anjlok lagi dan mencapai rekor terendah atas dolar Amerika Serikat dan euro, Selasa 16 Desember 2014.",Menteri Luar Negeri AS dan Rusia bertemu di Jenewa untuk membahas Suriah. Mereka berharap rencana itu bisa menunda aksi militer AS terhadap Suriah. PBB telah menerima dokumen dari Suriah untuk bergabung dengan Konvensi Senjata Kimia. Presiden Suriah akan menyerahkan data mengenai persenjataan mereka setelah penandatanganan konvensi itu.,"Nilai tukar rubel anjlok karena turunnya harga minyak dunia dan sanksi Barat terhadap Rusia terkait konflik Ukraina.  Bank Sentral Rusia telah menaikkan suku bunga menjadi 17% untuk mencegah penurunan lebih lanjut, namun rubel tetap melemah.  Rubel telah kehilangan 50% nilainya sepanjang tahun ini.  Anjloknya rubel juga berdampak pada rupiah yang mencapai nilai terendah sejak krisis 1998, menurut Menko Perekonomian Indonesia.  Pemerintah Rusia memprediksi resesi ekonomi pada 2015.
"
193,Kuwait mengumumkan penarikan duta besarnya dari Iran sementara pertikaian kawasan terkait hukuman mati seorang ulama Syiah di Arab Saudi semakin meruncing.,"Operasi pencarian dan penyelamatan sedang berlangsung di tambang Soma setelah ledakan dan kebakaran. Beberapa pekerja berhasil diselamatkan, namun jumlah korban jiwa masih belum diketahui. Menteri Energi Turki sedang menuju lokasi untuk melihat langsung operasi penyelamatan. Keselamatan tambang di Turki masih buruk dibandingkan dengan negara-negara maju.","Eksekusi ulama Syiah Nimr al-Nimr oleh Arab Saudi memicu kemarahan di Irak dan Iran.  Kedutaan Saudi di Teheran dijarah dan dibakar, mendorong Arab Saudi, Bahrain, dan Sudan memutuskan hubungan diplomatik dengan Iran.  Kuwait mengecam serangan terhadap kedutaan dan memanggil pulang duta besarnya dari Iran.  Dewan Keamanan PBB mengecam serangan terhadap kedutaan Saudi dan mendesak Iran menghormati kompleks diplomatik.  Ketegangan meningkat antara Arab Saudi Sunni dan Iran Syiah, yang telah mendukung pihak-pihak berbeda dalam konflik regional.
"
194,"Menteri Keuangan Eropa akhirnya mencapai kesepakatan tentang serikat bank kawasan negara-negara dengan mata uang euro (eurozone banking union) sesaat sebelum digelarnya pertemuan tingkat tinggi Uni Eropa di Brusel, Belgia hari ini.","Faktor genetika lebih berpengaruh terhadap prestasi akademik dibandingkan faktor lingkungan. Penelitian terhadap 11.000 anak kembar di Inggris menunjukkan bahwa faktor gen menjelaskan 58% perbedaan dalam nilai akademik, sementara faktor lingkungan hanya menyumbang 36%. Namun, hasil ini perlu ditinjau lebih lanjut.","Kreditur internasional membutuhkan kohesi politik yang kuat di zona euro.  Uni Eropa telah menunjuk Bank Sentral Eropa (ECB) sebagai pengawas bank-bank zona euro mulai 2014.  ECB akan mengawasi bank dengan aset di atas 30 miliar euro dan berwenang menutup bank yang melanggar aturan.  Kesepakatan ini memungkinkan kucuran dana bantuan untuk bank yang sedang krisis.  Namun,  masih ada keraguan tentang kerangka hukum untuk langkah selanjutnya, seperti skema garansi deposito dan mekanisme penanganan kebangkrutan bank.
"
196,Pemerintah Amerika Serikat mengeklaim telah menggagalkan penggalangan dana sejumlah kelompok militan yang menggunakan mata uang digital atau cryptocurrency.,"BTS, grup musik K-Pop asal Korea Selatan, telah mencapai kesuksesan besar di dunia musik internasional. Mereka telah menjual habis tiket di stadion AS, mencetak rekor-rekor baru di Asia, dan menjadi musisi Korea pertama yang berbicara di Sidang Umum PBB. BTS juga terkenal karena menggunakan media sosial untuk terhubung dengan penggemar dan mengangkat isu-isu sosial. Mereka telah menerima penghargaan Billboard Music dan Twitter.","ISIS, meskipun melemah, masih aktif menggalang dana melalui mata uang digital seperti Monero.  Penggalangan dana ini melibatkan kelompok-kelompok seperti Hamas, al-Qaida, dan ISIS sendiri.  Pemerintah AS telah menyita uang digital senilai Rp29,1 miliar dan menutup ratusan akun, situs, dan laman Facebook terkait.  Penyitaan ini merupakan yang terbesar yang pernah dilakukan pemerintah AS dalam konteks terorisme.  Kelompok-kelompok tersebut menggunakan berbagai platform, termasuk media sosial dan aplikasi Telegram, untuk meminta dan menerima donasi.
"
197,Hong Kong telah mulai pemusnahan 20.000 ekor ayam menyusul ditemukannya virus flu burung H7N9 pada unggas yang diimpor dari Cina daratan.,Penerbit surat kabar di Prancis meminta pemerintah untuk menerapkan peraturan yang akan membatasi Google dalam menerima pemasukan iklan dari pencarian berita. Mereka mengklaim bahwa hal ini akan merugikan industri media Prancis. Pemerintah Prancis juga mendukung ide ini.,"Hong Kong melarang impor ayam hidup dari Cina selama tiga minggu setelah ditemukannya virus H7N9.  Pasar grosir tempat ayam terinfeksi ditemukan akan ditutup dan didisinfeksi selama 21 hari.  Semua ayam di pasar tersebut akan dimusnahkan.  Larangan impor dan penutupan pasar bertujuan mencegah penyebaran virus H7N9 yang telah menyebabkan kematian di Cina.  Virus ini diketahui menular dari unggas ke manusia, dan Hong Kong meningkatkan pengawasan untuk melindungi kesehatan masyarakat.
"
198,Sekitar 3.000 polisi Cina dengan dukungan kapal cepat dan helikopter menggerebek desa di bagian selatan yang dikatakan sebagai pusat produksi pil ekstasi.,"Bekas Presiden Irlandia, Mary McAleese, menyebut Gereja Katolik Roma sebagai entitas yang membenci perempuan. McAleese dan peserta konferensi Voices of Faith mendesak Vatikan memberikan peran lebih kepada perempuan dalam tata kelola dan pelayanan gereja. Paus Fransiskus menolak menghadiri konferensi tersebut.","Polisi Cina menggerebek Desa Boshe di Provinsi Guangdong dan menyita tiga ton narkoba serta menangkap 182 orang.  Produksi narkoba di desa tersebut, yang melibatkan jaringan keluarga, diperkirakan memasok sepertiga pil ekstasi di Cina.  Kepala desa dan kepala polisi setempat diduga terlibat dan telah ditangkap.  Sebelumnya, penduduk desa sering menghalangi razia dengan memblokir jalan masuk desa.  Operasi skala besar yang menyasar satu desa ini dianggap tidak biasa.
"
199,"Mantan manajer Tottenham Hotspur, George Graham, meragukan kelayakan Fabio Capello untuk menggantikan Andre Villas-Boas yang dipecat.","Souleymane, seorang pria keturunan Mauritania yang tinggal di Paris, didorong dua kali oleh sekelompok orang di kereta. Mereka menyanyikan lirik rasis. Rekaman video ini menjadi viral dan mendapat perhatian dari Perdana Menteri Inggris dan UEFA. Kepolisian Prancis dan Inggris akan menyelidiki kasus ini.","Fabio Capello, pelatih Timnas Rusia, dikabarkan akan melatih Tottenham Hotspur.  Graham, mantan pemain Tottenham, meragukan Capello cocok untuk Spurs karena kepribadiannya yang keras.  Kehadiran Capello saat Tottenham dibantai Liverpool dan kedekatannya dengan Direktur Teknik Spurs, Franco Baldini, memicu spekulasi tersebut.  Glenn Hoddle juga menyatakan minatnya untuk kembali melatih Spurs.  Capello dianggap sudah melewati masa kejayaannya.
"
201,"Presiden AS Donald Trump telah menyelesaikan perawatan Covid-19 dan dapat kembali ke pertemuan publik akhir pekan ini, menurut dokter kepresidenan.","Beijing, Stockholm, Krakow, Oslo, Almaty, dan Lviv mengajukan diri menjadi tuan rumah Olimpiade musim dingin 2022. Kota pemenang akan diumumkan pada 2015.","Kondisi Presiden Trump dilaporkan stabil dan merespon pengobatan COVID-19 dengan sangat baik.  Trump berencana kembali berkampanye di akhir pekan dan mungkin menjalani tes COVID-19 kembali.  Debat presiden kedua yang seharusnya berlangsung secara virtual memicu perselisihan antara kedua kubu, dan Trump menolak berpartisipasi.  Tim kampanye Biden mengusulkan debat ketiga pada 22 Oktober, sementara Trump menginginkan debat tatap muka tambahan.  Jajak pendapat menunjukkan Biden unggul sementara pemungutan suara awal telah dimulai.
"
203,Keluarga penumpang pesawat Malaysia yang hilang meluncurkan kampanye pengumpulan dana untuk mendapatkan informasi tentang penerbangan MH370.,Presiden Rouhani akan berbicara dengan sekutu dan penandatangan lain dari kesepakatan nuklir Iran 2015 sebelum mengambil tindakan terkait keputusan Presiden Trump untuk mundur dari kesepakatan tersebut. Iran siap memulai pengayaan uranium jika kesepakatan tidak dipertahankan.,"Keluarga penumpang MH370 menawarkan hadiah Rp50 miliar untuk informasi terkait hilangnya pesawat tersebut.  MH370, dalam perjalanan dari Kuala Lumpur ke Beijing, hilang pada 8 Maret.  Upaya pencarian internasional besar-besaran, termasuk pencarian dasar laut dan analisis data satelit, belum membuahkan hasil.  Pesawat yang membawa 239 orang itu diyakini jatuh di Samudra Hindia.  Keluarga berharap hadiah tersebut dapat mengungkap informasi baru tentang tragedi ini.
"
205,"Menjelang Ramadan, sejumlah musisi seperti berlomba membuat lagu-lagu bernafaskan agama. Salah satunya adalah penyanyi kenamaan, Ita Purnamasari.",Barack Obama menghadapi tantangan berat di masa jabatan keduanya sebagai presiden AS. Pengambilan sumpah dilakukan di Gedung Putih dengan kehadiran keluarga dan wartawan. Obama dan Joe Biden akan mengulang sumpah mereka di hadapan publik pada acara inagurasi. Masa jabatan kedua Obama diprediksi akan penuh perjuangan.,"Ita Purnamasari kembali dengan album religi berjudul ""Spiritual Journey"" berisi delapan lagu Islami jelang Ramadhan.  Album ini diproduseri oleh suaminya, Dwiki Dharmawan, dan merupakan album religi pertama Ita setelah sekian lama.  Pengamat musik Bens Leo mencatat tren lagu religi Islami yang meningkat, terutama menjelang Ramadhan.  Salah satu lagu Ita, ""Taubat"",  menyampaikan pesan moral tentang pertobatan, termasuk pesan anti-pembajakan.  Selain fokus pada album ini, Ita juga aktif dalam kegiatan bermusik di luar negeri bersama Dwiki.
"
206,Tiga anggota pasukan pengamanan presiden Amerika Serikat yang ditugaskan untuk melindungi Presiden Barack Obama di Belanda kini dirumahkan karena alasan kedisiplinan.,"BBC Indonesia berbicara dengan warga Cina Indonesia tentang vonis Ahok. Banyak yang merasa kehilangan harapan dan pesimistis. Meskipun demikian, ada yang berharap bahwa vonis ini akan membuat minoritas semakin berani bersuara. Warga Cina Indonesia tidak takut untuk berpolitik, tetapi vonis ini mengecilkan harapan mereka.","Tiga anggota Pasukan Pengamanan Presiden AS diskors karena mabuk di sebuah hotel di Amsterdam, sehari sebelum kedatangan Presiden Obama.  Salah satu anggota ditemukan pingsan di lorong hotel.  Juru bicara Dinas Pengamanan Presiden AS menyatakan keamanan presiden tidak terganggu.  Insiden ini terjadi saat Pasukan Pengamanan Presiden sedang berusaha memperbaiki reputasinya setelah beberapa skandal sebelumnya, termasuk kasus pelecehan seksual dan prostitusi.  Presiden Obama telah menunjuk direktur wanita pertama untuk dinas tersebut pada tahun lalu.
"
208,"Bursa saham di Indonesia bereaksi positif sehari setelah pemilu presiden, namun pemerintahan yang akan datang masih harus menghadapi berbagai tantangan.",Lester Shum dan banyak tokoh oposisi Hong Kong lainnya ditangkap karena terlibat dalam pemilihan pendahuluan yang tidak resmi. Penangkapan ini merupakan tindakan keras pemerintah yang mengkonfirmasi ketakutan akan undang-undang keamanan yang kontroversial. Reaksi internasional terhadap penangkapan ini sangat kritis.,"Ketua Asosiasi Analisis Efek Indonesia, Haryajid Ramelan, memprediksi tren positif bursa saham akan berakhir di bulan Agustus.  Penguatan rupiah dan kestabilan politik pasca pemilu presiden menjadi faktor positif bagi perdagangan.  Baik Prabowo maupun Jokowi memiliki komitmen yang sama terhadap pembangunan infrastruktur.  Asosiasi Pengusaha Pertambangan Mineral Indonesia berharap presiden baru dapat menciptakan kepastian hukum dalam investasi.  KPU akan mengumumkan hasil resmi pemilu presiden pada 22 Juli.
"
209,"Fenomena belanja saat diskon besar pada hari yang dinamakan Black Friday atau Jumat Hitam, yang menyebar dari Amerika Serikat ke negara-negara lain termasuk Inggris.","Luiz Gustavo dibeli oleh Wolfsburg dari Bayern dengan harga 20 juta euro. Arsenal tertarik mendatangkan Gustavo, tetapi Wolfsburg mengajukan tawaran yang lebih tinggi. Arsenal juga mengincar pemain lain seperti Lars Bender dan Etienne Capoue, tetapi belum berhasil mendapatkan mereka. Arsenal hanya berhasil mendapatkan Yaya Sanogo secara cuma-cuma.","Black Friday, yang jatuh pada 23 November, menawarkan diskon besar-besaran selama 24 jam untuk menarik pembeli hadiah Natal.  Istilah ""Black Friday"" awalnya merujuk pada kondisi lalu lintas padat akibat banyaknya orang berbelanja, kemudian dikaitkan dengan keuntungan retailer yang ""masuk ke hitam"".  Toko-toko memberikan diskon besar-besaran dan seringkali antrean panjang terjadi.  Tradisi ini dimulai di Amerika Serikat setelah Thanksgiving dan menandai awal musim belanja Natal.  Diskon Black Friday sering berlanjut hingga Cyber Monday.
"
211,"Presiden AS Barack Obama menyebutkan perjanjian itu menjanjikan, tetapi masih menyisakan pertanyaan apakah Rusia akan menggunakan pengaruhnya untuk memulihkan keamanan di Ukraina.",Protes di Brasil terjadi karena kenaikan harga tarif transportasi dan juga sebagai bentuk ketidakpuasan terhadap korupsi dan pengeluaran pemerintah untuk Piala Dunia. Presiden membatalkan kunjungan ke Jepang karena situasi yang genting. Protes ini telah meluas menjadi gerakan yang lebih luas.,"Rusia, Ukraina, AS, dan Uni Eropa sepakat untuk meredakan krisis di Ukraina timur.  Kesepakatan tersebut dicapai di Jenewa dan mencakup pembubaran kelompok militer ilegal, pengosongan gedung pemerintah yang diduduki, dan amnesti bagi pengunjuk rasa.  Rusia membantah akan mengirim pasukan ke Ukraina, meskipun AS dan Uni Eropa telah menjatuhkan sanksi.  Presiden Obama menyatakan akan ada konsekuensi lebih lanjut jika situasi tidak membaik.  Implementasi kesepakatan akan dipantau oleh OSCE.
"
213,"Pangeran Andrew yang juga dikenal dengan Duke of York, menjadi anggota pertama keluarga kerajaan Inggris yang membuka akun Twitter.","Vern Unsworth, seorang penyelam Inggris yang membantu dalam operasi penyelamatan di Gua Tham Luang, sedang mempertimbangkan langkah hukum terhadap Elon Musk setelah Musk menyebutnya sebagai ""pria pedo"" dalam cuitannya. Unsworth mengatakan bahwa Musk hanya mencari perhatian publik.","Pangeran Andrew, pewaris tahta nomor empat Inggris, telah bergabung di Twitter dengan nama akun @TheDukeOfYork.  Tweet pertamanya menyapa para pengikutnya.  Ia juga membagikan kegiatannya di University Technical College (UTC) yang berfokus pada sains dan teknik.  Pangeran Andrew sebelumnya adalah pilot Angkatan Laut selama 22 tahun dan kemudian menjadi utusan perdagangan.  Keluarga kerajaan Inggris juga aktif di platform media sosial lain seperti Facebook dan YouTube.
"
216,Polisi di Cina menangkap 175 orang lewat usaha yang disebut pemerintah sebagai operasi terbesar penemuan kembali artefak curian.,"Lee Eun-ju dan Hong Un-jong, atlet dari Korea Selatan dan Korea Utara, tersenyum saat berfoto sebelum lomba dimulai. Foto ini dianggap mewakili semangat Olimpiade, meskipun hubungan kedua negara masih tegang. Lee dan Hong berlomba dalam nomor perseorangan, dan ini adalah kali pertama Lee berpartisipasi dalam Olimpiade.","1.168 artefak budaya senilai lebih dari US$80 juta telah ditemukan kembali di Tiongkok.  Artefak-artefak tersebut diduga digali secara ilegal dari situs arkeologi Niuheliang di provinsi Liaoning.  Penjarahan ini dianggap sangat merusak situs Neolitikum tersebut, yang merupakan pusat pemakaman dan pengorbanan pada masa Hongshan akhir.  Salah satu artefak yang ditemukan adalah naga giok kuno.  Operasi penyelamatan ini melibatkan 1.000 polisi dan merupakan yang terbesar sejak 1949.
"
217,Raksasa komputer Apple sudah membeli perusahaan teknologi digital yang berada di belakang produksi film Star Wars terbaru.,"Truk membawa barang-barang keluarga Obama saat pindah dari Gedung Putih. Mereka membeli rumah di Kalorama dengan harga US$8,1 juta. Keluarga Obama akan tinggal di Washington sampai putri bungsu menyelesaikan sekolah. Rumah mereka dijaga oleh Secret Services.","Apple telah mengakuisisi Faceshift, perusahaan pengembang perangkat lunak yang memungkinkan karakter 3D meniru ekspresi wajah aktor.  Teknologi ini telah digunakan dalam film, game, dan bahkan Star Wars: The Force Awakens.  Apple belum mengungkapkan detail pembelian atau rencana mereka untuk Faceshift.  Namun, spekulasi berkembang bahwa akuisisi ini terkait dengan pengembangan produk virtual reality (VR) Apple.  Dugaan ini diperkuat oleh akuisisi Metaio sebelumnya, perusahaan yang memegang paten VR.
"
