q_idx,label,gpt_prediction,gemini_prediction,strategy,config,orig_gemini_prediction,orig_gpt_prediction,criteria
43,"La presidenta de Argentina, Cristina Fernández, publicó este lunes en su página de la red social Facebook un artículo en el que plantea dudas sobre las denuncias del fiscal Alberto Nisman, fallecido la víspera.","La presidenta argentina, Cristina Fernández de Kirchner, publicó una carta en su página de Facebook en la que critica la investigación de la muerte del fiscal Alberto Nisman y rechaza las acusaciones en su contra. Fernández cuestiona las circunstancias de la muerte de Nisman y defiende al gobierno como el que más ha hecho por esclarecer el atentado a la AMIA en 1994.","Tras la muerte del fiscal Nisman, la expresidenta Fernández cuestionó la investigación y afirmó que se intenta desviar la atención, mientras que la fiscal Fein descartó la intervención de terceros.

Miles de argentinos protestaron exigiendo el esclarecimiento de la muerte de Nisman, quien acusó al gobierno de encubrir el atentado a la AMIA.",0,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 5}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}",,,
207,"Las gemelas Martha Young Williams y Jean Young Haley, de 97 años, vivían juntas en una casa en el pueblo de Barrington, en el estado de Rhode Island, Estados Unidos.","Dos hermanas gemelas, Martha y Jean, murieron por hipotermia después de caer en el acceso al garaje de su casa durante una noche fría. Fueron encontradas por un vecino y llevadas al hospital, donde fueron declaradas muertas. Las hermanas eran descritas como inspiradoras y apasionadas por la vida.",Las hermanas gemelas (89) murieron de hipotermia tras caerse en el acceso al garaje de su casa en una noche con -11°C.,0,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 12}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 37}, 'should_replace_conjunctions': {'enabled': True, 'number': 6}, 'should_replace_ner': {'enabled': True, 'number': 6}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",,,
329,"42 es una universidad gratuita para programadores y desarrolladores de software creada en París, Francia, en 2013.","Sí. Cuando te lavas las manos transfieres una delgada película de bacteria, aceite y desechos de piel al jabón. La universidad 42, que funciona sin profesores y se basa en el aprendizaje entre compañeros, abrirá una sede en Estados Unidos en noviembre. Debemos notar que las ventas de videojuegos violentos en Estados Unidos se han incrementado gradualmente desde mediados de los 1990, mientras que el crimen violento ha disminuido, especialmente entre los jóvenes. Los alumnos completan proyectos de programación para graduarse y muchos de ellos han logrado éxito en el campo de la tecnología. Aunque algunos argumentan que los profesores son necesarios para guiar a los estudiantes, otros creen que el enfoque de 42 fomenta la creatividad y la innovación.","42, una universidad sin profesores, utiliza el ""aprendizaje entre compañeros"" y se centra en desarrollar el pensamiento innovador. A diferencia de las universidades tradicionales, los estudiantes aprenden resolviendo proyectos, accediendo al conocimiento en línea y recibiendo apoyo de sus compañeros en lugar de profesores. El sistema tiene como objetivo fomentar la creatividad y la colaboración.",1,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}","42, una universidad sin profesores, utiliza el ""aprendizaje entre compañeros"" y se centra en desarrollar el pensamiento innovador. A diferencia de las universidades tradicionales, los estudiantes aprenden resolviendo proyectos, accediendo al conocimiento en línea y recibiendo apoyo de sus compañeros en lugar de profesores. El sistema tiene como objetivo fomentar la creatividad y la colaboración.","La universidad 42, que funciona sin profesores y se basa en el aprendizaje entre compañeros, abrirá una sede en Estados Unidos en noviembre. Los alumnos completan proyectos de programación para graduarse y muchos de ellos han logrado éxito en el campo de la tecnología. Aunque algunos argumentan que los profesores son necesarios para guiar a los estudiantes, otros creen que el enfoque de 42 fomenta la creatividad y la innovación.",['Relevance']
232,"Ha estado en los jardines de la residencia presidencial estadounidense, la Casa Blanca, por casi 200 años.","La primera dama de Estados Unidos, Melania Trump, solicitó la remoción de la magnolia del jardín de la Casa Blanca debido a que representa un riesgo para la seguridad. Las raíces del árbol están dañadas y no puede sostenerse de manera natural. Se conservarán semillas para sembrar una nueva planta en el mismo lugar. La magnolia ha sido parte de la Casa Blanca durante casi 200 años y ha sido testigo de eventos históricos.","Las manifestantes escribieron en el muro los nombres de las víctimas del feminicidio en México. parte del árbol será preservada para replantar el mismo lugar. magnolia Casa Blanca, plantada Jackson 1829, será removida raíz dañadas, lo que representar un riesgo seguridad.",2,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 9}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 34}, 'should_replace_conjunctions': {'enabled': True, 'number': 2}, 'should_replace_ner': {'enabled': True, 'number': 9}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}","La magnolia de la Casa Blanca, plantada por Jackson en 1829, será removida por raíces dañadas, lo que representa un riesgo de seguridad. Parte del árbol será preservada para replantar en el mismo lugar.","La primera dama de Estados Unidos, Melania Trump, solicitó la remoción de la magnolia del jardín de la Casa Blanca debido a que representa un riesgo para la seguridad. Las raíces del árbol están dañadas y no puede sostenerse de manera natural. Se conservarán semillas para sembrar una nueva planta en el mismo lugar. La magnolia ha sido parte de la Casa Blanca durante casi 200 años y ha sido testigo de eventos históricos.","['Coherence', 'Consistency', 'Fluency', 'Relevance']"
13,SpaceX y la NASA realizaron con éxito el histórico lanzamiento de la cápsula Crew Dragon hacia la Estación Espacial Internacional (EEI).,"La cápsula Crew Dragon, impulsada por el cohete Falcon 9, se acopló a la Estación Espacial Internacional después de un viaje de 19 horas. Esta misión marca el regreso de los vuelos espaciales tripulados desde suelo estadounidense y abre la posibilidad de que empresas privadas vendan viajes al espacio en el futuro.","La cápsula Crew Dragon, impulsada por el cohete Falcon 9, se acopló a la Estación Espacial Internacional tras un viaje de 19 horas. Se trata de la primera misión espacial tripulada que parte desde suelo estadounidense en nueve años.",0,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 4}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",,,
9,"En un momento en el que los profesionales de la salud están poniendo sus vidas en riesgo, decenas de miles de doctores en Estados Unidos están enfrentando grandes reducciones en sus salarios.","Además, la falta de pacientes ha afectado los ingresos de los hospitales, lo que ha llevado a recortes salariales y despidos en el personal médico. La crisis del coronavirus ha llevado a la suspensión de intervenciones no esenciales en hospitales de Estados Unidos, lo que ha generado una escasez de personal de enfermería en algunas áreas y ha dejado a muchas enfermeras sin trabajo y sin sueldo. Y otro aspecto fundamental en la estrategia de los países aliados es el ""área de exclusión aérea parcial"" que se acordó en Turquía para que los bombarderos y drones de la coalición puedan realizar misiones de reconocimiento y ataques.","En medio de la pandemia, los hospitales estadounidenses han suspendido cirugías no esenciales y muchas enfermeras están sin trabajo o con recortes salariales debido a la drástica caída de ingresos. Esta situación ha generado preocupación sobre el futuro de los profesionales de la salud y la necesidad de cambios en el sistema de salud privado de Estados Unidos.",1,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}","En medio de la pandemia, los hospitales estadounidenses han suspendido cirugías no esenciales y muchas enfermeras están sin trabajo o con recortes salariales debido a la drástica caída de ingresos. Esta situación ha generado preocupación sobre el futuro de los profesionales de la salud y la necesidad de cambios en el sistema de salud privado de Estados Unidos.","La crisis del coronavirus ha llevado a la suspensión de intervenciones no esenciales en hospitales de Estados Unidos, lo que ha generado una escasez de personal de enfermería en algunas áreas y ha dejado a muchas enfermeras sin trabajo y sin sueldo. Además, la falta de pacientes ha afectado los ingresos de los hospitales, lo que ha llevado a recortes salariales y despidos en el personal médico.","['Fluency', 'Relevance']"
776,Un niño tirado boca abajo sobre la arena de una playa en las costas griegas del mar Egeo. Su nombre era Alan y tenía 3 años. ¿Reconoces la historia?,"En 2015, la crisis de migrantes y refugiados en Europa alcanzó su punto máximo, con más de un millón de personas cruzando la frontera por mar o tierra. La mayoría de ellos provenían de Siria, Afganistán e Irak. Muchos murieron en el intento, especialmente en la ruta desde el norte de África hacia Italia. La historia de Alan Kurdi y su familia, quienes se ahogaron en el mar mientras intentaban llegar a Grecia, se convirtió en un símbolo de esta tragedia.","En 2015, la crisis migratoria en Europa destacó tras la muerte de Alan Kurdi. Esta fue la imagen que lo inició todo: López en los Grammy en el año 2000 llevando el vestido original. La crisis generó controversias humanitarias y refugiados llegaron a Europa por mar o tierra, en su mayoría ingresando a Grecia desde Italia. Más de un millón de migrantes, políticas y económicas. La mayoría de las muertes por ahogamiento ocurrieron en la ruta desde el norte de África hacia Turquía.",2,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 8}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}","En 2015, la crisis migratoria en Europa destacó tras la muerte de Alan Kurdi. Más de un millón de migrantes y refugiados llegaron a Europa por mar o tierra, en su mayoría ingresando a Grecia desde Turquía. La mayoría de las muertes por ahogamiento ocurrieron en la ruta desde el norte de África hacia Italia. La crisis generó controversias humanitarias, políticas y económicas.","En 2015, la crisis de migrantes y refugiados en Europa alcanzó su punto máximo, con más de un millón de personas cruzando la frontera por mar o tierra. La mayoría de ellos provenían de Siria, Afganistán e Irak. Muchos murieron en el intento, especialmente en la ruta desde el norte de África hacia Italia. La historia de Alan Kurdi y su familia, quienes se ahogaron en el mar mientras intentaban llegar a Grecia, se convirtió en un símbolo de esta tragedia.","['Fluency', 'Relevance', 'Consistency']"
26,"En Seúl, en casi todos los lugares hay anuncios que instan a la gente a cambiar su físico a través de la cirugía plástica.","La cirugía plástica en Corea del Sur es un negocio lucrativo, pero también ha generado casos de negligencia médica y resultados desastrosos. A pesar de los llamados a establecer normas más estrictas, la demanda de cirugía plástica sigue siendo alta, tanto en Corea del Sur como en China. Sin embargo, algunos pacientes han experimentado adicción a la cirugía y lamentan no haberse aceptado a sí mismos tal como eran.","La cirugía plástica en Corea del Sur es popular, con un 70% de los encuestados afirmando haber pasado por un procedimiento quirúrgico. Sin embargo, existen preocupaciones sobre la falta de regulación y las prácticas poco éticas que pueden provocar resultados desastrosos.",1,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}","La cirugía plástica en Corea del Sur es popular, con un 70% de los encuestados afirmando haber pasado por un procedimiento quirúrgico. Sin embargo, existen preocupaciones sobre la falta de regulación y las prácticas poco éticas que pueden provocar resultados desastrosos.","La cirugía plástica en Corea del Sur es un negocio lucrativo, pero también ha generado casos de negligencia médica y resultados desastrosos. A pesar de los llamados a establecer normas más estrictas, la demanda de cirugía plástica sigue siendo alta, tanto en Corea del Sur como en China. Sin embargo, algunos pacientes han experimentado adicción a la cirugía y lamentan no haberse aceptado a sí mismos tal como eran.",['Fluency']
351,"""Selfi"" la adaptación al español del anglicismo ""selfie"" fue nombrada palabra del año para la Fundación del Español Urgente (Fundéu).","El término ""selfie"" se ha popularizado en las redes sociales, especialmente en inglés, y ha sido elegido como palabra del año por los diccionarios de Oxford en 2013. Ahora, la Fundéu ha reconocido el aumento del uso de esta palabra en español. La Fundación busca que la palabra del año esté relacionada con la actualidad y tenga un interés lingüístico.","El selfie de Ellen DeGeneres en los Oscar popularizó aún más el término. ""Selfie"" se refiere a autorretratos, generalmente tomados con dispositivos móviles, para compartir en redes sociales. Evo Morales propició una renegociación de condiciones entre el Estado y las empresas energéticas. En 2013, Oxford la declaró palabra del año por su gran incremento de uso. Morales llegó al poder a mediados de la década pasada como parte de una oleada de mandatarios de izquierda, de los que el fallecido presidente venezolano Hugo Chávez fue visto como el gran inspirador. La Fundéu BBVA reconoció su creciente uso en español. ""Puso un ministro de finanzas entrenado en el extranjero, que entiende la lógica del mercado"", explica el académico. Buscan palabras relevantes a la actualidad con interés lingüístico, no solo por su novedad.",2,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}","El selfie de Ellen DeGeneres en los Oscar popularizó aún más el término.  ""Selfie"" se refiere a autorretratos, generalmente tomados con dispositivos móviles, para compartir en redes sociales.  En 2013, Oxford la declaró palabra del año por su gran incremento de uso.  La Fundéu BBVA reconoció su creciente uso en español.  Buscan palabras relevantes a la actualidad con interés lingüístico, no solo por su novedad.
","El término ""selfie"" se ha popularizado en las redes sociales, especialmente en inglés, y ha sido elegido como palabra del año por los diccionarios de Oxford en 2013. Ahora, la Fundéu ha reconocido el aumento del uso de esta palabra en español. La Fundación busca que la palabra del año esté relacionada con la actualidad y tenga un interés lingüístico.",['Relevance']
274,"A cambio de una disculpa ""sin precedentes"" y un pago -según fuentes cercanas- de US$20 millones, el canal de televisión Fox News llegó a un acuerdo sobre el caso de acoso sexual contra la que fue una de sus presentadoras más conocidas, Gretchen Carlson.","Gretchen Carlson, ex presentadora de Fox News, acusó al director ejecutivo Roger Ailes de arruinar su carrera y acosarla sexualmente. Ailes, considerado uno de los hombres más influyentes en el Partido Republicano, renunció después de que otras empleadas también presentaran quejas similares. Fox News emitió disculpas a Carlson y acordó pagarle una compensación de $20 millones, parte de los cuales serán pagados por Ailes. Carlson agradeció a la empresa por tomar medidas y a las mujeres valientes que compartieron sus historias.","Gretchen Carlson, expresentadora de Fox News, acusó a Roger Ailes, ex director ejecutivo de la cadena, de sexual hasta sabotaje a su carrera. Ailes negó las acusaciones, ni dimitir tras investigación interna reveló quejas similares de otras empleada. Entonces, la Constitución fue aprobada por el 64% de los votantes. Se espera la aprobación de la remoción del presidente Mohamed Morsi. Fox News emitir disculpar pública precedentes a Carlson y le otorgó una compensación $20 millones. Carlson agradeció apoyo recibido y destacar valentía otras mujeres que compartir historias. El miércoles, segundo día de la votación, transcurrió en gran medida de forma pacífica. El caso puso fin carrera de Ailes, una figura influyente en los medios y el Partido Republicano.",2,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 12}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 37}, 'should_replace_conjunctions': {'enabled': True, 'number': 2}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}","Gretchen Carlson, expresentadora de Fox News, acusó a Roger Ailes, ex director ejecutivo de la cadena, de acoso sexual y sabotaje a su carrera.  Ailes negó las acusaciones, pero dimitió tras una investigación interna que reveló quejas similares de otras empleadas.  Fox News emitió una disculpa pública sin precedentes a Carlson y le otorgó una compensación de $20 millones.  Carlson agradeció el apoyo recibido y destacó la valentía de otras mujeres que compartieron sus historias.  El caso puso fin a la carrera de Ailes, una figura influyente en los medios y el Partido Republicano.
","Gretchen Carlson, ex presentadora de Fox News, acusó al director ejecutivo Roger Ailes de arruinar su carrera y acosarla sexualmente. Ailes, considerado uno de los hombres más influyentes en el Partido Republicano, renunció después de que otras empleadas también presentaran quejas similares. Fox News emitió disculpas a Carlson y acordó pagarle una compensación de $20 millones, parte de los cuales serán pagados por Ailes. Carlson agradeció a la empresa por tomar medidas y a las mujeres valientes que compartieron sus historias.","['Coherence', 'Relevance']"
35,No es una protesta más o al menos eso es lo que desea la oposición en Venezuela para la marcha de este jueves.,La oposición en Venezuela espera una manifestación masiva para presionar al gobierno y al Consejo Nacional Electoral a celebrar el referendo revocatorio contra el presidente Nicolás Maduro. Esta marcha es vista como una última oportunidad para transformar el descontento en una demanda clara de cambio político.,"La oposición venezolana espera una multitudinaria manifestación para presionar por un referéndum revocatorio contra el presidente Maduro, su única oportunidad para sacar al chavismo del poder. El gobierno teme un golpe de Estado y ha intensificado las medidas de seguridad.",0,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 10}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 40}, 'should_replace_conjunctions': {'enabled': True, 'number': 3}, 'should_replace_ner': {'enabled': True, 'number': 3}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}",,,
65,Se podría suponer que todos los grandes descubrimientos médicos son el resultado de una acción deliberada por parte de los científicos.,"El texto presenta cinco descubrimientos médicos importantes que fueron el resultado de accidentes, errores y azar. Estos descubrimientos incluyen la eficacia de la vacuna de Oxford, el descubrimiento de la penicilina, el cultivo de bacterias, la aplicación de radiografías y el descubrimiento de la bacteria H. pylori como causa de las úlceras estomacales.","La administración accidental de una dosis incorrecta de la vacuna de Oxford mostró una eficacia del 90%, demostrando que los errores pueden conducir a descubrimientos valiosos. El descubrimiento de la penicilina por Alexander Fleming también se produjo por accidente cuando notó la inhibición del crecimiento bacteriano cerca de un hongo.",0,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 9}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 43}, 'should_replace_conjunctions': {'enabled': True, 'number': 6}, 'should_replace_ner': {'enabled': True, 'number': 9}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",,,
306,"Con los galardones más destacados en sus manos y batiendo distintos r;écords, las artistas femeninas fueron las grandes protagonistas de la 63ª edición de los Grammy, los premios que entrega la Academia de Grabación de Estados Unidos.","Taylor Swift y Beyoncé batieron récords en los Grammy, con Swift convirtiéndose en la primera mujer en ganar tres veces el premio al Álbum del Año y Beyoncé convirtiéndose en la artista femenina con más Grammy de la historia. Billie Eilish también fue galardonada con el premio a la Grabación del Año. H.E.R. y Megan Thee Stallion también triunfaron en la ceremonia. Además, hubo referencias a la crisis sanitaria y a las tensiones raciales en Estados Unidos. Bad Bunny, Fito Páez y Natalia Lafourcade fueron algunos de los artistas latinos destacados en la ceremonia.","Beyoncé hizo historia en los Grammy al convertirse en la artista femenina con más premios, superando a Alison Krauss. Taylor Swift ganó el Álbum del Año por * Folklore *, convirtiéndose en la primera mujer en ganar este premio tres veces. Schenck revisó algunos de los casos de Lind cuando estaba en la corte de apelaciones, leyó su tesis antes de que fuera publicada y ahora, ocasionalmente, la invita como ponente a alguna de sus clases. Billie Eilish se llevó a casa el premio a la Grabación del Año por * Everything I Wanted *. Denise Lind mantiene un bajo perfil y hay pocas fotos de ella. H.E.R. y Tiara Thomas ganaron Canción del Año por * I Can't Breathe *, un tema inspirado en el movimiento Black Lives Matter. ""Favorece"" a la parte acusadora Pero así como algunos describen las bondades de Lind, otros se han convertido en opositores muy visibles. Artistas latinos como Bad Bunny, Fito Páez y Natalia Lafourcade también fueron reconocidos en la ceremonia.",2,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}","Beyoncé hizo historia en los Grammy al convertirse en la artista femenina con más premios, superando a Alison Krauss.  Taylor Swift ganó el Álbum del Año por *Folklore*, convirtiéndose en la primera mujer en ganar este premio tres veces.  Billie Eilish se llevó a casa el premio a la Grabación del Año por *Everything I Wanted*.  H.E.R. y Tiara Thomas ganaron Canción del Año por *I Can't Breathe*, un tema inspirado en el movimiento Black Lives Matter.  Artistas latinos como Bad Bunny, Fito Páez y Natalia Lafourcade también fueron reconocidos en la ceremonia.
","Taylor Swift y Beyoncé batieron récords en los Grammy, con Swift convirtiéndose en la primera mujer en ganar tres veces el premio al Álbum del Año y Beyoncé convirtiéndose en la artista femenina con más Grammy de la historia. Billie Eilish también fue galardonada con el premio a la Grabación del Año. H.E.R. y Megan Thee Stallion también triunfaron en la ceremonia. Además, hubo referencias a la crisis sanitaria y a las tensiones raciales en Estados Unidos. Bad Bunny, Fito Páez y Natalia Lafourcade fueron algunos de los artistas latinos destacados en la ceremonia.",['Relevance']
250,"¿Quién es el inventor de algo: el autor de la idea inicial, quien obtiene la patente o el que acaba haciendo realidad esa idea?","El láser es uno de los inventos más revolucionarios del siglo XX. Su invención fue resultado de los trabajos de varios científicos, incluyendo a Albert Einstein, Gordon Gould, Charles Townes y Arthur Schawlow. Aunque Gould fue el primero en descubrir cómo hacer un láser y acuñó el término, Townes y Schawlow fueron quienes patentaron la idea. Después de décadas de disputas legales, Gould finalmente obtuvo reconocimiento y regalías por sus patentes. A pesar de su origen controvertido, el láser se ha convertido en una herramienta indispensable en diversas aplicaciones tecnológicas.","La invención del láser no se atribuye a una sola persona, sino a un proceso que involucró a varios científicos.  Albert Einstein sentó las bases teóricas en 1917, mientras que Gordon Gould acuñó el término ""láser"" y describió su funcionamiento.  Charles Townes y Arthur Schawlow patentaron el láser, lo que llevó a una larga disputa legal con Gould.  Theodore Maiman construyó el primer láser funcional en 1960.  La historia del láser demuestra que la invención es un proceso colaborativo y no un evento aislado.
",1,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}","La invención del láser no se atribuye a una sola persona, sino a un proceso que involucró a varios científicos.  Albert Einstein sentó las bases teóricas en 1917, mientras que Gordon Gould acuñó el término ""láser"" y describió su funcionamiento.  Charles Townes y Arthur Schawlow patentaron el láser, lo que llevó a una larga disputa legal con Gould.  Theodore Maiman construyó el primer láser funcional en 1960.  La historia del láser demuestra que la invención es un proceso colaborativo y no un evento aislado.
","El láser es uno de los inventos más revolucionarios del siglo XX. Su invención fue resultado de los trabajos de varios científicos, incluyendo a Albert Einstein, Gordon Gould, Charles Townes y Arthur Schawlow. Aunque Gould fue el primero en descubrir cómo hacer un láser y acuñó el término, Townes y Schawlow fueron quienes patentaron la idea. Después de décadas de disputas legales, Gould finalmente obtuvo reconocimiento y regalías por sus patentes. A pesar de su origen controvertido, el láser se ha convertido en una herramienta indispensable en diversas aplicaciones tecnológicas.",['Fluency']
488,El gobierno de Mali hizo pública la detección de un nuevo caso de ébola de las más de 300 personas que tiene en observación.,"La clínica Pasteur en Mali se ha convertido en el epicentro del ébola, con dos casos sospechosos y uno confirmado. El enfermo ha sido aislado para recibir tratamiento. Un médico se convirtió en la séptima víctima de ébola en el país y murió en la clínica Pasteur. La epidemia de ébola en Guinea, Liberia y Sierra Leona ha afectado a más de 15,300 personas y ha causado casi 5,500 muertes, según la Organización Mundial de la Salud.","La Clínica Pasteur en Mali es el centro del brote de ébola en el país.  Un caso sospechoso dio positivo y fue aislado para tratamiento.  Un médico falleció recientemente en la clínica, convirtiéndose en la séptima víctima de ébola en Mali. Este centro se convirtió en un foco de contagio tras la muerte de un anciano que portaba el virus sin ser diagnosticado. La OMS reporta que la epidemia de ébola en África Occidental ha afectado a miles de personas, causando miles de muertes.
",0,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 5}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}",,,
252,"Un bebé español considerado la reencarnación de un venerado lama budista, pasó toda su infancia en un monasterio de India. Pero al cumplir 18 años retornó a su país natal junto a su familia. Aunque aún es un aclamado maestro, se siente más cómodo caminando por las playas de Ibiza.","Osel Hita Torres, un 27 años, fue declarado la de un lama budista tibetano a los dos años edad. Después de vivir India, decidir abandonar la vida monástica a los 18 años. Aunque no está seguro seguir siendo budista, Osel sigue siendo maestro por la Fundación para la Preservación de Tradición Mahayana. Ahora, Osel se dedica a tocar la batería y producir documentales. Su futuro es incierto, pero está considerando regresar como cabeza de organización el futuro.","Osel Hita Torres, un español, fue reconocido a los dos años como la reencarnación del lama tibetano Thubten Yeshe.  Criado en un monasterio indio, Osel abandonó la vida monástica a los 18 años, buscando una vida más convencional en Occidente.  Ahora, a sus 27 años, explora intereses como la música y el cine, sin estar seguro de su futuro en el budismo.  Aunque su madre aún lo considera un lama reencarnado, Osel cuestiona su propia identidad espiritual y  mantiene una relación compleja con su pasado.  A pesar de todo, Osel siente una conexión con el lama Yeshe, considerándolo un amigo y guía.
",1,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 14}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 35}, 'should_replace_conjunctions': {'enabled': True, 'number': 5}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}","Osel Hita Torres, un español, fue reconocido a los dos años como la reencarnación del lama tibetano Thubten Yeshe.  Criado en un monasterio indio, Osel abandonó la vida monástica a los 18 años, buscando una vida más convencional en Occidente.  Ahora, a sus 27 años, explora intereses como la música y el cine, sin estar seguro de su futuro en el budismo.  Aunque su madre aún lo considera un lama reencarnado, Osel cuestiona su propia identidad espiritual y  mantiene una relación compleja con su pasado.  A pesar de todo, Osel siente una conexión con el lama Yeshe, considerándolo un amigo y guía.
","Osel Hita Torres, un español de 27 años, fue declarado la reencarnación de un lama budista tibetano a los dos años de edad. Después de vivir en un monasterio en India, decidió abandonar la vida monástica a los 18 años. Ahora, Osel se dedica a tocar la batería y producir documentales. Aunque no está seguro de seguir siendo budista, Osel sigue siendo considerado un maestro por la Fundación para la Preservación de la Tradición Mahayana. Su futuro es incierto, pero está considerando regresar como cabeza de la organización en el futuro.","['Fluency', 'Coherence']"
