gemini_prediction,orig_gemini_prediction,gpt_prediction,orig_gpt_prediction,label,q_idx,config,strategy,criteria
メ ル ン ド の プ ロ ュ ー サ ー が 作品 賞 の 発 表 で 間 違 い 実 際 は ム ラ イ ト 受賞 し た こ と が 判明 し た ジ ・ キ ン ラ ・ ラ ・ ラ は 司会 を 失敗 し た こ と を 冗談交 じ り に 謝罪 し ジ ェ キ ス 監督 感謝 気 持 ち を 述 べ エ マ ・ ス ト ー も ム ー ラ イ ト の 受賞 を 喜 ん だ トランプ氏がウクライナに対し、軍事援助をバイデン氏の捜査の「見返り」として提示していたとした。,「ラ・ラ・ランド」のプロデューサーが作品賞の発表で間違い、実際には「ムーンライト」が受賞したことが判明した。ジェンキンス監督は感謝の気持ちを述べ、エマ・ストーンも「ムーンライト」の受賞を喜んだ。ジミー・キンメルは司会を失敗したことを冗談交じりに謝罪した。,「ラ・ラ・ランド」のプロデューサーが作品賞の発表で間違い、実際には「ムーンライト」が受賞したことが判明した。ジェンキンス監督は感謝の気持ちを述べ、エマ・ストーンも「ムーンライト」の受賞を喜んだ。ジミー・キンメルは司会を失敗したことを冗談交じりに謝罪した。,「ラ・ラ・ランド」のプロデューサーが作品賞の発表で間違い、実際には「ムーンライト」が受賞したことが判明した。ジェンキンス監督は感謝の気持ちを述べ、エマ・ストーンも「ムーンライト」の受賞を喜んだ。ジミー・キンメルは司会を失敗したことを冗談交じりに謝罪した。,米映画界最大の祭典、第89回アカデミー賞が26日（日本時間27日）、米ハリウッドで開かれ、最優秀作品賞には「ムーンライト」が選ばれた。有力視されていた「ラ・ラ・ランド」が受賞したと当初発表されたものの訂正されるというハプニングがあった。,672,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 14}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 42}, 'should_replace_conjunctions': {'enabled': False, 'number': 3}, 'should_replace_ner': {'enabled': True, 'number': 5}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",2,"['Consistency', 'Coherence', 'Fluency', 'Relevance']"
ブラジルではジカウイルス感染が拡大し、小頭症の赤ちゃんが数千人生まれている。WHOはジカウイルス感染を非常に懸念し、緊急対策チームを設置した。ジカウイルスの感染は爆発的に広まっており、国際的な危機として扱うべきかを検討するために緊急委員会を開く予定。ジカウイルスと小頭症の関連は未確認だが、強く疑われている。感染はさらに拡大する恐れがあり、オリンピックの開催にも影響が出る可能性がある。米政府はワクチンの臨床試験を開始する予定。ジカウイルスの感染はまだ北米では拡大していないが、状況は変わる可能性がある。,,ブラジルではジカウイルス感染が拡大し、小頭症の赤ちゃんが数千人生まれている。WHOはジカウイルス感染を非常に懸念し、緊急対策チームを設置した。ジカウイルスの感染は爆発的に広まっており、国際的な危機として扱うべきかを検討するために緊急委員会を開く予定。ジカウイルスと小頭症の関連は未確認だが、強く疑われている。感染はさらに拡大する恐れがあり、オリンピックの開催にも影響が出る可能性がある。米政府はワクチンの臨床試験を開始する予定。ジカウイルスの感染はまだ北米では拡大していないが、状況は変わる可能性がある。,,世界保健機関（WHO）は28日、米州で今年、300～400万人がジカウイルスに感染する恐れがあると見通しを明らかにした。蚊が媒介するジカウイルスは、感染してもほとんどの人は発症しないが、小頭症の赤ちゃん出生との関連が懸念されている。,442,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 14}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 43}, 'should_replace_conjunctions': {'enabled': False, 'number': 6}, 'should_replace_ner': {'enabled': True, 'number': 8}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",0,
＜関連記事＞ アメリカを目指す移民集団の移動は10月から注目を集めるようになり、これまで約7500人が4000キロを移動してメキシコ国境まで到達している。 菅氏 は 安倍 首相 の 突然 の 辞任劇 後 自民党 総 裁 選 を 経 て 首相 に 就任 し た 官房 長 官 と し て の 手腕 は 高 く 評 価 さ れ て い る 一方 で 雄弁 で は な い た め 後 の 選 挙 で の 勝利 は 透明 だ 異例 の 経 歴 を 持 つ 菅氏 は 派閥 の 領袖 た ち の 支持 を て 選出 さ れ た も の の 国民 の 声 は 反映 さ れ て い な い と の 指摘 も あ る 貧 し い 生 い 立 ち か ら 努力 を 重 ね て の 地位 を 築 い た 菅氏 だ が 派閥 に 属 さ な い こ と が 後 の 権 力 闘 争 の 火種 と な る 可能性 が あ る 安定 し た 長 期 政 権 を 築 け る か 注目 が 集 ま っ て い る （英語記事 Migrant caravan: Girl dies in custody after crossing US-Mexico border）,"菅氏は安倍首相の突然の辞任劇後、自民党総裁選を経て首相に就任した。異例の経歴を持つ菅氏は、派閥の領袖たちの支持を得て選出されたものの、国民の声は反映されていないとの指摘もある。官房長官としての手腕は高く評価されている一方で、雄弁ではないため、今後の選挙での勝利は不透明だ。貧しい生い立ちから努力を重ねて今の地位を築いた菅氏だが、派閥に属さないことが今後の権力闘争の火種となる可能性がある。安定した長期政権を築けるか、注目が集まっている。
",菅義偉氏が自民党総裁選に勝利し、日本の新しい首相になった。菅氏は安倍氏のフィクサーとして知られ、官僚組織への理解度にも定評がある。しかし、彼の雄弁さには疑問があり、中野教授は彼を党の顔として不適格だと指摘している。菅氏は貧しい家の出身であり、派閥争いにおいて不利な立場にある。安倍氏の支持率は下落しており、新型コロナウイルス対策への不満が大きかった。安倍氏の最大の実績は政治の安定化であり、短命政権の時代に戻る可能性があるとの懸念もある。菅首相は自らの能力を示す必要があり、時間は限られている。,菅義偉氏が自民党総裁選に勝利し、日本の新しい首相になった。菅氏は安倍氏のフィクサーとして知られ、官僚組織への理解度にも定評がある。しかし、彼の雄弁さには疑問があり、中野教授は彼を党の顔として不適格だと指摘している。菅氏は貧しい家の出身であり、派閥争いにおいて不利な立場にある。安倍氏の支持率は下落しており、新型コロナウイルス対策への不満が大きかった。安倍氏の最大の実績は政治の安定化であり、短命政権の時代に戻る可能性があるとの懸念もある。菅首相は自らの能力を示す必要があり、時間は限られている。,安倍晋三氏は長年にわたって日本の首相を務めたため、世界の人々が彼の顔を覚え、名前の読み方すら知るようになった。では、「菅義偉」の読み方も皆が学ぶべきだろうか？ 答えは簡単ではない。,607,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",2,"['Relevance', 'Fluency']"
ス ク リ ソ ー ル ズ ベ リ ー 病院 親子 は パ リ で 神 経 剤 中毒 か ら 回 復 当初 オ ピ オ イ ド 過 剰 摂 取 の 疑 い が あ っ た が 強力 な 鎮静 剤 が 脳 損 傷 を 防 ぐ 効 果 も 看護師 医師 ら は 当初 助 か ら な い と 考 え た が 専 門家 の 助言 も 受 け 集中 治療 ユ リ ア は 5 月 18 日 に セ ル ゲ イ は 4 月 9 日 に 退院 後 健康 状態 が 懸念 さ れ る,スクリパリ親子はソールズベリー病院で神経剤中毒から回復。当初、オピオイド過剰摂取の疑いがあったが除外。看護師、医師らは当初、助からないと考えたが、専門家の助言も受け集中治療。強力な鎮静剤が脳損傷を防ぐ効果も。ユリアは4月9日に、セルゲイは5月18日に退院。今後、健康状態が懸念される。,ロシアのスパイ、スクリパリ親子が神経剤中毒で意識不明の状態で発見された際、ソールズベリー地域病院の医療スタッフは迅速に対応し、彼らを救うための治療を行った。初めはオピオイドの過剰摂取と考えられていたが、後に神経剤中毒と判明した。強力な鎮静剤の投与やポートン・ダウン研究所の専門家の助言を受けながら、スクリパリ親子は回復し、退院した。医療スタッフは患者のプライバシーと警察の捜査の両方を考慮しながら、適切な対応を行った。スクリパリ親子の回復は、医療スタッフの優れたチームワークと看護師の献身によるものであり、彼らの長期的な健康には引き続き懸念がある。,ロシアのスパイ、スクリパリ親子が神経剤中毒で意識不明の状態で発見された際、ソールズベリー地域病院の医療スタッフは迅速に対応し、彼らを救うための治療を行った。初めはオピオイドの過剰摂取と考えられていたが、後に神経剤中毒と判明した。強力な鎮静剤の投与やポートン・ダウン研究所の専門家の助言を受けながら、スクリパリ親子は回復し、退院した。医療スタッフは患者のプライバシーと警察の捜査の両方を考慮しながら、適切な対応を行った。スクリパリ親子の回復は、医療スタッフの優れたチームワークと看護師の献身によるものであり、彼らの長期的な健康には引き続き懸念がある。,今年3月に英南部ソールズベリーで起きたロシアの元スパイのスクリパリ氏と娘のユリアさんへの殺人未遂事件で、2人の命を救った病院の職員たちは、使われたのが神経剤だと分かったときの不安感をBBCの番組「ニューズナイト」で語った。,297,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 4}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",2,"['Consistency', 'Fluency']"
ド ナ ル ド ・ ト ラ ン プ 米 統領 は 世界 保健 機 コ ロ ナ ウ イ ル ス に 対 し て 30 日間 の 期限 を 設 け 本質 な 改善 が 見 ら れ な け れ ば ア メ リ カ が 脱退 す る と 警告 し ま し た ト ラ ン プ 氏 は WHO を 中国 の 操 り 人形 だ と 非難 し 中国 の 隠 ぺ い を 支援 し た と 主張 し て い ま す ま た ト ラ ン プ 氏 は WHO へ の 資金 拠 出 を 停止 し 再考 す る と も 述 べ ま し た ト ラ ン プ 氏 の 書簡 は WHO の 独立性 の 欠 や 報告 書 の 無視 を 批判 し て い ま す ア メ リ カ で は 新型 関 WHO 感染者 が 9 万人 を 超 え 死者 も 150 万人 に っ て い ま す しかし、セシルさん宅に近い同州オマハで暮らすマシューさんとエリオットさんは、どうすれば赤ちゃんをもてるか選択肢を探す中で、セシルさんの提案はあり得るかもしれないと不妊治療専門医から伝えられた。,ドナルド・トランプ米大統領は、世界保健機関（WHO）に対して30日間の期限を設け、本質的な改善が見られなければアメリカが脱退すると警告しました。トランプ氏はWHOを中国の操り人形だと非難し、中国の隠ぺいを支援したと主張しています。また、トランプ氏はWHOへの資金拠出を停止し、再考するとも述べました。トランプ氏の書簡はWHOの独立性の欠如や報告書の無視を批判しています。アメリカでは新型コロナウイルス感染者が150万人を超え、死者も9万人以上に上っています。,ドナルド・トランプ米大統領は、世界保健機関（WHO）に対して30日間の期限を設け、本質的な改善が見られなければアメリカが脱退すると警告しました。トランプ氏はWHOを中国の操り人形だと非難し、中国の隠ぺいを支援したと主張しています。また、トランプ氏はWHOへの資金拠出を停止し、再考するとも述べました。トランプ氏の書簡はWHOの独立性の欠如や報告書の無視を批判しています。アメリカでは新型コロナウイルス感染者が150万人を超え、死者も9万人以上に上っています。,ドナルド・トランプ米大統領は、世界保健機関（WHO）に対して30日間の期限を設け、本質的な改善が見られなければアメリカが脱退すると警告しました。トランプ氏はWHOを中国の操り人形だと非難し、中国の隠ぺいを支援したと主張しています。また、トランプ氏はWHOへの資金拠出を停止し、再考するとも述べました。トランプ氏の書簡はWHOの独立性の欠如や報告書の無視を批判しています。アメリカでは新型コロナウイルス感染者が150万人を超え、死者も9万人以上に上っています。,アメリカのドナルド・トランプ大統領は18日夜、世界保健機関（WHO）のテドロス・アダノム・ゲブレイエスス事務局長に書簡を送り、資金を恒久的に引き上げると通告した。トランプ大統領は以前から、WHOの新型コロナウイルス対策を批判している。,549,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 5}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",2,"['Relevance', 'Consistency']"
メイ首相はEU離脱担当相にゴーヴ氏を指名しようとしたが、ゴーヴ氏は辞退した。合意案には批判があり、保守党議員からも支持を得られないと指摘されている。ラーブ氏やマクヴェイ氏も辞任し、首相不信任の書簡も提出されている。メイ首相は合意案を最後まで見届けると約束しているが、野党からは合意案を通すことは不可能だとの声も上がっている。合意案を可決するには過半数の320票が必要であり、現状では難しいとされている。政府は混乱しており、ブレグジットが予定通り進むかどうかは不透明である。,,メイ首相はEU離脱担当相にゴーヴ氏を指名しようとしたが、ゴーヴ氏は辞退した。合意案には批判があり、保守党議員からも支持を得られないと指摘されている。ラーブ氏やマクヴェイ氏も辞任し、首相不信任の書簡も提出されている。メイ首相は合意案を最後まで見届けると約束しているが、野党からは合意案を通すことは不可能だとの声も上がっている。合意案を可決するには過半数の支持が必要であり、現状では難しいとされている。政府は混乱しており、ブレグジットが予定通り進むかどうかは不透明である。,,英国と欧州連合（EU）が取りまとめ、英内閣が承認したブレグジット（英国のEU離脱）合意案をめぐって英国内が紛糾している。テリーザ・メイ英首相はこの案を強く推していく構えだが、15日にはドミニク・ラーブEU離脱担当相が辞任。マイケル・ゴーヴ環境相も辞任する見通しと伝えられている。,432,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 13}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 31}, 'should_replace_conjunctions': {'enabled': False, 'number': 5}, 'should_replace_ner': {'enabled': True, 'number': 8}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",0,
チ ェ ス ワ フ ・ キ シ チ ャ ク 内相 の 妻 が 売 し よ う と し た 資料 か ら レ フ ・ ワ レ サ 氏 が 共 産 党 時代 の 秘密警察 の 情報 提供者 だ っ た 疑惑 が 浮上 し ま し た ワ レ サ 氏 は 長 年 こ の 疑惑 を 否定 し て お り 資料 が 公開 さ れ る 予定 で あ る 一方 は の も の で は な い と 主張 し て い ま す 資料 に は ワ レ サ 氏 の 署名 が あ り 秘密警察 へ の 協力 を 約束 し た 内容 が 含 ま れ て い る と 国家 記 録 機 関 IPN は 発 表 し ま し た IPN は 資料 の 信憑性 が 高 い と 見 て お り 後 分析 を 進 め る 方針 で す ワ レ サ 氏 は 連 帯 の リ ー ダ ー と し て 民主化 運動 を 率 い た 人物 と し て 知 ら れ て い ま す,"故チェスワフ・キシチャク内相の妻が売却しようとした資料から、レフ・ワレサ氏が共産党時代の秘密警察の情報提供者だった疑惑が浮上しました。資料にはワレサ氏の署名があり、秘密警察への協力を約束した内容が含まれていると国家記録機関（IPN）は発表しました。ワレサ氏は長年、この疑惑を否定しており、資料が公開される予定である一方、本人は自身のものではないと主張しています。IPNは資料の信憑性が高いと見ており、今後分析を進める方針です。ワレサ氏は「連帯」のリーダーとして民主化運動を率いた人物として知られています。
",ワレサ氏は1990年から95年までポーランド大統領を務めたが、共産党時代に秘密警察への協力を約束したとする資料が発見された。資料は共産党時代のチェスワフ・キシチャク内相の妻が売ろうとしていたもので、信憑性は高いとされている。ワレサ氏はこれまで疑惑を否定してきたが、資料には彼の署名があるとされている。国民記録機関はまだ資料を分析しておらず、公開する予定だと述べている。ワレサ氏は自主管理労働組合「連帯」のリーダーとして民主化運動を率いた人物であり、スパイ疑惑については否定している。,ワレサ氏は1990年から95年までポーランド大統領を務めたが、共産党時代に秘密警察への協力を約束したとする資料が発見された。資料は共産党時代のチェスワフ・キシチャク内相の妻が売ろうとしていたもので、信憑性は高いとされている。ワレサ氏はこれまで疑惑を否定してきたが、資料には彼の署名があるとされている。国民記録機関はまだ資料を分析しておらず、公開する予定だと述べている。ワレサ氏は自主管理労働組合「連帯」のリーダーとして民主化運動を率いた人物であり、スパイ疑惑については否定している。,ポーランドで民主化運動を率い、ノーベル平和賞を受賞したレフ・ワレサ元大統領が共産党政権時代に治安当局の協力者だったとの疑惑が再燃している。同国の歴史資料を保存する機関が入手した資料が発端となった。,665,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 5}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",2,"['Fluency', 'Consistency']"
"北米の渡り鳥52種、7万716体の標本調査で、鳥の体が小型化していることが明らかになった。1978年から2016年の間に脚の骨は2.4%縮み、翼幅は1.3%伸びた。これは気温上昇への適応と考えられ、小さな体でエネルギー消費を抑え、長い翼で長距離移動を容易にしている可能性がある。シカゴで40年間、鳥の標本を収集・測定した研究者の貢献が今回の発見につながった。温暖化による体長の変化は、他の動物でも報告されている。
","北米の渡り鳥52種、7万716体の標本調査で、鳥の体が小型化していることが明らかになった。1978年から2016年の間に脚の骨は2.4%縮み、翼幅は1.3%伸びた。これは気温上昇への適応と考えられ、小さな体でエネルギー消費を抑え、長い翼で長距離移動を容易にしている可能性がある。シカゴで40年間、鳥の標本を収集・測定した研究者の貢献が今回の発見につながった。温暖化による体長の変化は、他の動物でも報告されている。
",北アメリカの渡り鳥52種について、過去40年以上にわたって集められた標本7万716体を調査した結果、ほぼ全ての種類の鳥が小さくなっていたことが明らかになった。これは、気候変動に対する鳥の適応の一つであり、体の変化が重要な要素であることが示唆された。具体的には、脚の骨が2.4％縮み、翼幅が1.3％伸びていた。これは、気温上昇によって体が縮み、翼が長くなった可能性がある。ただし、鳥の体が縮んだことと気温の上昇の関係は確実ではない。この調査は、鳥の体の変化が気候変動にどのように対応しているのかを理解する上で重要な役割を果たすものである。,北アメリカの渡り鳥52種について、過去40年以上にわたって集められた標本7万716体を調査した結果、ほぼ全ての種類の鳥が小さくなっていたことが明らかになった。これは、気候変動に対する鳥の適応の一つであり、体の変化が重要な要素であることが示唆された。具体的には、脚の骨が2.4％縮み、翼幅が1.3％伸びていた。これは、気温上昇によって体が縮み、翼が長くなった可能性がある。ただし、鳥の体が縮んだことと気温の上昇の関係は確実ではない。この調査は、鳥の体の変化が気候変動にどのように対応しているのかを理解する上で重要な役割を果たすものである。,地球温暖化によって鳥の身体に変化が起きていることが、 アメリカの最新研究 で明らかになった。体長が縮んだ一方、翼幅（翼を広げた端から端までの長さ）は伸びているという。,280,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 12}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 38}, 'should_replace_conjunctions': {'enabled': False, 'number': 2}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",2,"['Fluency', 'Coherence']"
"新型コロナウイルス感染症による死亡者が世界で3万人を超え、日本では1846人の感染と56人の死亡が確認されています。

米国では、感染者数が世界最多となり、最大20万人の死亡が予測されています。",,アメリカのドナルド・トランプ大統領は、勝利を宣言する前に勝利を収めることが重要であると述べました。日本では、新型コロナウイルス感染者が増加し、国民的コメディアンの志村けんさんが亡くなりました。世界全体では、感染者数が増加し、死者数も増えています。トランプ大統領は最大20万人の死者が出る可能性があると警告し、ガイドラインの適用期間を延長すると述べました。また、医療品の不足についても言及し、人工呼吸器やマスクなどの医療品を保管している病院を非難しました。他の国々でも感染者数や死者数が増えており、行動制限や在宅勤務が強化されています。,,アメリカのドナルド・トランプ大統領は29日、新型コロナウイルスの感染拡大を防止するために実施している行動制限などの措置について、少なくとも4月30日まで延長すると発表した。他人と一定の距離を保つ、「社会的距離」戦略などの措置が対象となる。,33,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 15}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 47}, 'should_replace_conjunctions': {'enabled': False, 'number': 2}, 'should_replace_ner': {'enabled': True, 'number': 3}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",0,
"腸内細菌由来の酵素がA型血液をO型に変換できることが発見された。O型血液はすべての血液型に輸血できるため、この発見は輸血医療に革命をもたらす可能性がある。カナダの研究チームは、A型血液中の特定のマーカーを酵素が除去することで、免疫反応を起こさずに輸血できることを確認した。現在、臨床試験に向けて準備を進めており、実用化に向けて期待が高まっている。この酵素による血液型変換は、血液供給不足の解消に大きく貢献する可能性がある。
","腸内細菌由来の酵素がA型血液をO型に変換できることが発見された。O型血液はすべての血液型に輸血できるため、この発見は輸血医療に革命をもたらす可能性がある。カナダの研究チームは、A型血液中の特定のマーカーを酵素が除去することで、免疫反応を起こさずに輸血できることを確認した。現在、臨床試験に向けて準備を進めており、実用化に向けて期待が高まっている。この酵素による血液型変換は、血液供給不足の解消に大きく貢献する可能性がある。
",こ れ に よ り O型 を 必要 と す る 々 に と っ て 輸血 リ ス ク 減少 す る 可能性 が あ る こ の 研究 は 腸内 細菌 の 酵素 が A型 の 血液 を O型 に 変 え る こ が で き こ が 分 か っ た カ ナ ダ の 研究者 た ち は ま な く こ 処 置 の 臨床 試 験 開始 す る 予定 で あ る こ の 酵素 は A型 の 赤 血球 の 表面 に あ マ ー カ ー を 除去 す る こ と で 免疫 系 が A型 の 血液 攻 撃 し な い よ う に す る 異 な る 血液 型 の は 危 険 で あ た め こ の 処 置 は 重要 で あ る と さ れ て い る ムラド氏は2016年、欧州評議会からバーツラフ・ハベル人権賞を授与され、受賞スピーチではISによる犯罪を国際裁判所に裁いてもらいたいと呼びかけた。 オスロで受賞者を発表したノルウェー・ノーベル賞委員会のベリト・レイス＝アンデルセン委員長は授賞理由について、両氏は「戦争の武器として性暴力が使われるのを終わらせようと努力してきた」ことを挙げ、両氏が「そのような戦争犯罪について社会が認識し、戦っていくよう、重要な貢献」を果たしたと称えた。,この研究では、腸内細菌の酵素がA型の血液をO型に変えることができることが分かった。これにより、O型の血液を必要とする人々にとって、輸血のリスクが減少する可能性がある。カナダの研究者たちは、まもなくこの処置の臨床試験を開始する予定である。この酵素はA型の赤血球の表面にあるマーカーを除去することで、免疫系がA型の血液を攻撃しないようにする。異なる血液型の輸血は危険であるため、この処置は重要であるとされている。,献血者から提供された血液を、安全な緊急輸血に必要となる、どの血液型にも対応できるタイプに変える確実な方法が発見された。,581,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 15}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 43}, 'should_replace_conjunctions': {'enabled': False, 'number': 2}, 'should_replace_ner': {'enabled': True, 'number': 9}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",1,"['Coherence', 'Consistency', 'Fluency', 'Relevance']"
効果が実証された治療法もないが、いくつかの治療法について試験が進められている。 は や ぶ さ ２ が ラ リ で 採取 し 岩石 サ ン プ ル 入 り の プ セ ル が 気 圏 ト リ ウ グ ウ ア の ー メ ラ 砂漠 に 無事 陸 し ま し た 1 年 に ち げ ら れ た は や さ 2 度 ュ ウ グ ウ に 2014 年 滞 し ２ リ の 陸 で サ ン プ 採取 を 実 施 し ま し た カ セ ル に は 太陽系 や 地球 の 水 の 起源 解明 手 か り と な る 物質 含 ま れ て い る と 期待 さ れ て い ま す 地球 へ の 帰 還 に は 2014 年 か か り カ プ セ ル は オ ー ス 突入 後 パ ラ シ ュ ー ト で 降下 し ま し た 今回 の サ ン プ ル は 日本 に 輸送 さ れ JAXA の 施設 分析 ・ 保管 さ れ る 予定 で す,"「はやぶさ２」が小惑星リュウグウで採取した岩石サンプル入りのカプセルがオーストラリアのウーメラ砂漠に無事着陸しました。2014年に打ち上げられた「はやぶさ２」は、リュウグウに1年以上滞在し、2度の着陸でサンプル採取を実施しました。地球への帰還には1年以上かかり、カプセルは大気圏突入後、パラシュートで降下しました。カプセルには太陽系や地球の水の起源解明の手がかりとなる物質が含まれていると期待されています。今回のサンプルは、日本に輸送され、JAXAの施設で分析・保管される予定です。
",はやぶさ2探査機がリュウグウから採取した岩石サンプルを運ぶカプセルが、オーストラリアのウーメラ砂漠に無事着地した。カプセルはヘリコプターで探索され、回収作業が行われた。重さ16キロのカプセルは日本に空輸され、JAXAの施設で分析・保管される予定だ。このサンプルは太陽系の歴史や地球の水の起源について多くの情報を提供すると期待されている。リュウグウのサンプルからは、生命に必要な物質や水がどのようにもたらされたのかも分かる可能性がある。,はやぶさ2探査機がリュウグウから採取した岩石サンプルを運ぶカプセルが、オーストラリアのウーメラ砂漠に無事着地した。カプセルはヘリコプターで探索され、回収作業が行われた。重さ16キロのカプセルは日本に空輸され、JAXAの施設で分析・保管される予定だ。このサンプルは太陽系の歴史や地球の水の起源について多くの情報を提供すると期待されている。リュウグウのサンプルからは、生命に必要な物質や水がどのようにもたらされたのかも分かる可能性がある。,日本の宇宙航空研究開発機構（JAXA）は6日未明、探査機「はやぶさ2」が小惑星「リュウグウ」で採取した岩石などを載せたカプセルを、オーストラリアで発見したと発表した。,591,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 13}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 42}, 'should_replace_conjunctions': {'enabled': False, 'number': 6}, 'should_replace_ner': {'enabled': True, 'number': 8}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",2,"['Consistency', 'Fluency', 'Coherence', 'Relevance']"
"Twitterは140文字制限を280文字に拡大しました。試験運用では、文字数拡大後もツイートの簡潔さは維持され、利用者の大部分は140文字以内でツイートを続けました。280文字フルに活用するユーザーは少数で、長文ツイートは全体の5%、190文字超は2%に留まりました。文字数拡大により、より気軽にツイートできるようになった一方、Twitterらしさは保たれたとされています。一部ユーザーからは文字数制限拡大よりも、嫌がらせ対策や編集機能の導入を求める声が上がっていました。
",,ツイッター社は9月から、一部ユーザーを対象に140文字の制限を倍に拡大する試験を実施していた。制限文字数を増やしつつ、「速くて簡潔」というツイッターの特長は維持されることが試験を通じて分かったため、本格的に実装することにした。試験期間中、140文字を超えたツイートはわずか5％で、190文字超のものはわずか2％にとどまったという。一方で、長いツイートを活用した人はフォロワーが増え、「エンゲージメント（投稿が読者の目に触れた頻度）」やサイト滞在時間も増えたという。ツイッターを実際に利用する人数は現在約3億3000万人。,,ツイッター社は7日、ひとつのツイートの文字数制限を現行の140文字から280文字に拡大すると発表した。ただし、1文字あたりの情報伝達量が多い日本語、中国語、韓国語は今のままだという。,524,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 14}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 46}, 'should_replace_conjunctions': {'enabled': False, 'number': 3}, 'should_replace_ner': {'enabled': True, 'number': 3}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",0,
